对应主索节点编号,下端点X坐标（米）,下端点Y坐标（米）,下端点Z坐标（米）,基准态时上端点X坐标（米）,基准态时上端点Y坐标（米）,基准态时上端点Z坐标（米）
E138,-160.1791,-41.3640,-255.2316,-159.1364,-41.0947,-253.5701
E139,-158.1780,-30.0100,-258.4162,-157.1493,-29.8148,-256.7357
E140,-154.7170,-18.4080,-262.7218,-153.7141,-18.2887,-261.0188
E141,-153.0148,-7.0470,-262.8022,-152.0188,-7.0011,-261.0916
E142,-150.3416,4.5880,-264.8601,-149.3643,4.5582,-263.1384
E143,-147.0954,16.0660,-265.8086,-146.1380,15.9614,-264.0786
E144,-143.8099,27.5580,-266.6575,-142.8739,27.3786,-264.9219
E145,-140.4706,39.0240,-267.3666,-139.5573,38.7703,-265.6282
E146,-136.4278,50.9390,-267.0670,-135.5398,50.6074,-265.3286
E147,-132.5688,62.2470,-266.7100,-131.7061,61.8419,-264.9744
E148,-128.5535,73.5250,-266.0304,-127.7175,73.0469,-264.3004
E149,-124.1389,84.5310,-264.4632,-123.3307,83.9807,-262.7415
E150,-119.7075,95.6890,-262.9306,-118.9287,95.0664,-261.2200
E151,-115.0824,106.5130,-260.8248,-114.3337,105.8200,-259.1279
E152,-110.2014,117.1190,-258.1180,-109.4839,116.3565,-256.4375
E153,-105.2665,127.6070,-255.2134,-104.5812,126.7762,-253.5519
A137,-99.3043,136.6810,-253.3264,-98.6586,135.7922,-251.6791
A155,-93.9822,146.6360,-249.3757,-93.3704,145.6815,-247.7524
A156,-83.5179,149.4760,-251.2414,-82.9740,148.5026,-249.6052
A157,-71.9946,150.9600,-254.1357,-71.5260,149.9775,-252.4817
A158,-60.3451,152.2120,-256.6397,-59.9526,151.2220,-254.9705
A159,-48.3873,153.0400,-258.2900,-48.0722,152.0436,-256.6083
A160,-36.4385,153.8770,-259.9560,-36.2014,152.8757,-258.2644
A161,-24.5337,154.5080,-261.1532,-24.3741,153.5031,-259.4547
A162,-12.5598,154.6660,-261.5505,-12.4780,153.6590,-259.8476
A163,0.0000,154.8840,-261.9184,0.0000,153.8762,-260.2141
A164,12.5708,154.8010,-261.7804,12.4890,153.7940,-260.0775
A165,24.5102,154.3600,-260.9032,24.3506,153.3551,-259.2047
A166,36.4496,153.9230,-260.0351,36.2125,152.9217,-258.3435
A167,48.4185,153.1380,-258.4565,48.1034,152.1416,-256.7748
A168,60.2761,152.0380,-256.3461,59.8836,151.0480,-254.6769
A169,72.0195,151.0130,-254.2235,71.5509,150.0305,-252.5695
A170,83.5598,149.5510,-251.3673,83.0159,148.5776,-249.7311
A171,93.9340,146.5610,-249.2478,93.3222,145.6065,-247.6245
B154,104.3498,143.6260,-247.2224,103.6710,142.6917,-245.6141
B155,110.6711,135.0060,-249.9500,109.9524,134.1292,-248.3267
B156,117.3995,126.7530,-253.5052,116.6418,125.9349,-251.8690
B157,122.8548,116.5730,-257.3428,122.0652,115.8238,-255.6888
B158,128.3552,106.2830,-261.1994,127.5349,105.6038,-259.5302
B159,133.5133,95.3950,-264.0587,132.6630,94.7874,-262.3770
B160,138.7187,84.4180,-266.9492,137.8397,83.8831,-265.2576
B161,142.7383,72.8000,-267.4765,141.8319,72.3377,-265.7780
B162,147.1998,61.4020,-268.8290,146.2674,61.0131,-267.1261
B163,151.2872,49.1560,-269.0036,150.3287,48.8446,-267.2993
B164,155.7994,36.9950,-269.9053,154.8164,36.7616,-268.2024
B165,159.4986,25.1990,-269.5562,158.4936,25.0402,-267.8577
B166,163.5223,13.3790,-269.7161,162.4967,13.2951,-268.0245
B167,167.0565,1.3250,-268.8386,166.0115,1.3167,-267.1569
B168,170.6354,-10.8130,-267.9875,169.5726,-10.7456,-266.3183
B169,173.3372,-22.8110,-265.6585,172.2580,-22.6690,-264.0045
B170,175.3613,-34.7030,-262.3000,174.2674,-34.4865,-260.6638
B171,174.9297,-45.7500,-258.8900,173.8329,-45.4631,-257.2667
C154,175.0683,-56.8830,-256.3397,173.9699,-56.5261,-254.7314
C155,167.2427,-65.3500,-257.0913,166.1867,-64.9374,-255.4680
C156,159.4225,-73.6840,-257.7001,158.4103,-73.2162,-256.0639
C157,149.9775,-81.4410,-259.3241,149.0209,-80.9216,-257.6701
C158,140.6344,-89.1600,-260.9939,139.7350,-88.5898,-259.3247
C159,130.9874,-96.7630,-262.0653,130.1468,-96.1420,-260.3836
C160,121.1548,-104.1270,-262.6210,120.3744,-103.4563,-260.9294
C161,111.5618,-111.4740,-263.2689,110.8420,-110.7548,-261.5703
C162,101.4354,-118.1680,-262.4931,100.7774,-117.4014,-260.7902
C163,91.0977,-125.3850,-262.0903,90.5053,-124.5697,-260.3860
C164,80.7909,-132.5780,-261.6861,80.2652,-131.7153,-259.9832
C165,70.9632,-139.4080,-261.1318,70.5016,-138.5012,-259.4332
C166,61.0034,-145.9930,-260.1124,60.6067,-145.0436,-258.4208
C167,50.8274,-152.3100,-258.3882,50.4966,-151.3187,-256.7065
C168,40.6335,-158.5560,-256.5500,40.3691,-157.5244,-254.8808
C169,30.4939,-164.4830,-254.1928,30.2955,-163.4128,-252.5388
C170,20.2988,-170.0760,-251.3260,20.1667,-168.9688,-249.6898
C171,10.1613,-173.9420,-249.4764,10.0952,-172.8102,-247.8531
D154,0.0000,-177.3250,-246.9371,0.0000,-176.1701,-245.3288
D155,-10.0921,-172.7570,-250.2218,-10.0264,-171.6327,-248.5933
D156,-20.3023,-170.1050,-251.3693,-20.1702,-168.9978,-249.7331
D157,-30.4933,-164.4790,-254.1873,-30.2949,-163.4088,-252.5333
D158,-40.6066,-158.4510,-256.3798,-40.3422,-157.4194,-254.7106
D159,-50.8464,-152.3670,-258.4849,-50.5156,-151.3757,-256.8032
D160,-60.9409,-145.8440,-259.8459,-60.5442,-144.8945,-258.1543
D161,-71.0095,-139.4990,-261.3021,-70.5479,-138.5922,-259.6036
D162,-80.7601,-132.5300,-261.5909,-80.2344,-131.6673,-259.8880
D163,-91.0090,-125.2630,-261.8351,-90.4166,-124.4476,-260.1308
D164,-101.2110,-117.9070,-261.9123,-100.5530,-117.1404,-260.2094
D165,-110.5623,-110.4750,-260.9100,-109.8425,-109.7558,-259.2114
D166,-119.8867,-103.0370,-259.8722,-119.1063,-102.3663,-258.1806
D167,-129.2483,-95.4780,-258.5858,-128.4077,-94.8570,-256.9041
D168,-138.2506,-87.6480,-256.5701,-137.3512,-87.0778,-254.9009
D169,-146.9927,-79.8200,-254.1633,-146.0361,-79.3006,-252.5093
D170,-155.4786,-71.8610,-251.3249,-154.4664,-71.3932,-249.6887
D171,-162.4424,-63.4740,-249.7122,-161.3864,-63.0614,-248.0889
E154,-168.7545,-54.8310,-247.0949,-167.6561,-54.4741,-245.4866
E155,-168.6105,-44.0980,-249.5378,-167.5137,-43.8111,-247.9145
E156,-168.2440,-33.2940,-251.6543,-167.1501,-33.0775,-250.0181
E157,-165.9164,-21.8340,-254.2854,-164.8372,-21.6920,-252.6314
E158,-163.4011,-10.3540,-256.6259,-162.3383,-10.2867,-254.9567
E159,-160.5995,1.2740,-258.4476,-159.5545,1.2657,-256.7659
E160,-157.6213,12.8970,-259.9829,-156.5957,12.8131,-258.2913
E161,-154.3677,24.3880,-260.8849,-153.3627,24.2292,-259.1864
E162,-151.1195,35.8830,-261.7978,-150.1365,35.6496,-260.0949
E163,-147.2900,47.8580,-261.8963,-146.3315,47.5466,-260.1920
E164,-143.2190,59.7420,-261.5590,-142.2866,59.3531,-259.8561
E165,-139.3995,71.0970,-261.2199,-138.4931,70.6347,-259.5214
E166,-135.0660,82.1950,-259.9199,-134.1870,81.6601,-258.2283
E167,-130.5983,93.3120,-258.2935,-129.7480,92.7044,-256.6118
E168,-126.0599,104.3830,-256.5287,-125.2396,103.7038,-254.8595
E169,-121.3877,115.1810,-254.2698,-120.5981,114.4318,-252.6158
E170,-116.3545,125.6250,-251.2486,-115.5968,124.8069,-249.6124
E171,-110.3939,134.6680,-249.3237,-109.6752,133.7912,-247.7004
A154,-104.3991,143.6940,-247.3391,-103.7203,142.7597,-245.7308
A173,-99.0013,153.5370,-243.1671,-98.3568,152.5375,-241.5841
A174,-88.5692,156.4350,-245.1445,-87.9923,155.4161,-243.5478
A175,-78.1426,159.2990,-247.0880,-77.6340,158.2621,-245.4797
A176,-66.5618,160.7140,-249.8482,-66.1289,159.6688,-248.2233
A177,-54.6601,161.6670,-251.6700,-54.3042,160.6143,-250.0312
A178,-42.7266,162.5610,-253.4300,-42.4484,161.5026,-251.7799
A179,-30.7936,163.3960,-255.1300,-30.5934,162.3336,-253.4712
A180,-18.8160,163.6390,-255.6962,-18.6935,162.5737,-254.0317
A181,-6.2850,163.9070,-256.0820,-6.2441,162.8398,-254.4147
A182,6.2943,164.1500,-256.4610,6.2534,163.0828,-254.7937
A183,18.8140,163.6210,-255.6685,18.6915,162.5557,-254.0040
A184,30.7516,163.1730,-254.7821,30.5514,162.1106,-253.1233
A185,42.7942,162.8190,-253.8313,42.5160,161.7606,-252.1812
A186,54.6588,161.6620,-251.6637,54.3029,160.6093,-250.0249
A187,66.4977,160.5590,-249.6074,66.0648,159.5138,-247.9824
A188,78.2030,159.4220,-247.2789,77.6944,158.3851,-245.6706
A189,88.5753,156.4460,-245.1614,87.9984,155.4271,-243.5647
A190,98.9830,153.5080,-243.1222,98.3385,152.5085,-241.5392
B172,109.3863,150.5580,-241.0927,108.6752,149.5792,-239.5253
B173,116.0727,142.3920,-244.5244,115.3213,141.4702,-242.9414
B174,123.1175,134.4410,-248.5940,122.3267,133.5775,-246.9973
B175,129.5177,125.6430,-251.2854,128.6888,124.8389,-249.6771
B176,134.9519,115.2510,-254.8970,134.0916,114.5163,-253.2721
B177,139.9876,104.2710,-257.4159,139.0964,103.6072,-255.7771
B178,145.8604,93.7360,-261.4224,144.9397,93.1443,-259.7723
B179,150.1796,82.1290,-262.6457,149.2311,81.6103,-260.9869
B180,154.5365,70.6200,-263.7550,153.5612,70.1743,-262.0905
B181,158.9006,58.4510,-264.3295,157.8983,58.0823,-262.6622
B182,162.6643,46.0420,-263.9308,161.6367,45.7511,-262.2635
B183,166.5715,33.7100,-263.8174,165.5205,33.4973,-262.1529
B184,170.8127,21.9640,-264.2562,169.7405,21.8261,-262.5974
B185,174.8345,10.0010,-264.0425,173.7419,9.9385,-262.3924
B186,177.8860,-2.1130,-262.3496,176.7748,-2.0998,-260.7108
B187,181.3495,-14.2650,-261.2779,180.2216,-14.1763,-259.6529
B188,184.4877,-26.3540,-259.5215,183.3444,-26.1907,-257.9132
B189,184.3899,-37.5720,-256.6149,183.2426,-37.3382,-255.0182
B190,184.3535,-48.7570,-253.8223,183.2037,-48.4529,-252.2393
C172,183.1195,-59.4980,-249.4411,181.9689,-59.1241,-247.8737
C173,175.6225,-68.0690,-250.7082,174.5136,-67.6392,-249.1252
C174,167.8321,-76.4240,-251.4797,166.7665,-75.9388,-249.8830
C175,160.5029,-84.8740,-252.8394,159.4820,-84.3341,-251.2311
C176,151.1553,-92.6360,-254.6334,150.1907,-92.0448,-253.0084
C177,141.9768,-100.5970,-256.6054,141.0701,-99.9546,-254.9666
C178,132.2276,-108.1260,-257.5404,131.3804,-107.4332,-255.8903
C179,122.4293,-115.4800,-258.2425,121.6429,-114.7382,-256.5837
C180,112.2697,-122.2660,-257.6766,111.5445,-121.4762,-256.0121
C181,102.0052,-129.6440,-257.5422,101.3448,-128.8047,-255.8749
C182,91.4045,-136.5170,-256.4948,90.8103,-135.6296,-254.8275
C183,81.0685,-143.6350,-256.0335,80.5415,-142.7012,-254.3690
C184,71.0273,-150.0740,-254.7663,70.5648,-149.0968,-253.1075
C185,60.9780,-156.6120,-253.4039,60.5809,-155.5922,-251.7538
C186,50.8228,-162.9790,-251.7628,50.4920,-161.9181,-250.1240
C187,40.5689,-168.9500,-249.5625,40.3047,-167.8499,-247.9375
C188,30.3985,-174.7140,-246.9590,30.2005,-173.5762,-245.3507
C189,20.3208,-178.8340,-245.4408,20.1886,-177.6706,-243.8441
C190,10.1597,-182.5330,-243.3391,10.0936,-181.3455,-241.7561
D172,0.0000,-185.7540,-240.6464,0.0000,-184.5441,-239.0790
D173,-10.1539,-182.4290,-243.1996,-10.0878,-181.2415,-241.6166
D174,-20.3307,-178.9210,-245.5601,-20.1985,-177.7576,-243.9634
D175,-30.4100,-174.7800,-247.0521,-30.2120,-173.6422,-245.4438
D176,-40.5595,-168.9110,-249.5046,-40.2953,-167.8109,-247.8796
D177,-50.7986,-162.9010,-251.6429,-50.4678,-161.8401,-250.0041
D178,-61.0275,-156.7390,-253.6099,-60.6304,-155.7192,-251.9598
D179,-71.0295,-150.0790,-254.7742,-70.5670,-149.1018,-253.1154
D180,-80.9832,-143.4840,-255.7641,-80.4562,-142.5502,-254.0996
D181,-91.3929,-136.5000,-256.4621,-90.7987,-135.6126,-254.7948
D182,-101.4629,-128.9550,-256.1731,-100.8025,-128.1157,-254.5058
D183,-111.4566,-121.3810,-255.8106,-110.7314,-120.5912,-254.1461
D184,-120.8647,-114.0050,-254.9423,-120.0783,-113.2632,-253.2835
D185,-130.1854,-106.4560,-253.5628,-129.3382,-105.7632,-251.9127
D186,-139.2323,-98.6520,-251.6452,-138.3256,-98.0096,-250.0064
D187,-148.2257,-90.8410,-249.6983,-147.2611,-90.2498,-248.0733
D188,-156.7655,-82.8980,-246.9519,-155.7446,-82.3581,-245.3436
D189,-163.7651,-74.5720,-245.3857,-162.6995,-74.0868,-243.7890
D190,-170.8626,-66.2240,-243.9132,-169.7537,-65.7942,-242.3302
E172,-178.7406,-58.0760,-243.4763,-177.5900,-57.7021,-241.9089
E173,-178.0888,-47.1000,-245.1968,-176.9390,-46.7959,-243.6138
E174,-177.0590,-36.0780,-246.4124,-175.9117,-35.8442,-244.8157
E175,-175.8332,-25.1180,-247.3471,-174.6899,-24.9547,-245.7388
E176,-173.3220,-13.6330,-249.7123,-172.1941,-13.5443,-248.0873
E177,-170.8215,-2.0290,-251.9307,-169.7103,-2.0158,-250.2919
E178,-168.0414,9.6120,-253.7830,-166.9488,9.5495,-252.1329
E179,-164.7695,21.1870,-254.9070,-163.6973,21.0491,-253.2482
E180,-161.4070,32.6640,-255.6379,-160.3560,32.4513,-253.9734
E181,-157.8853,44.6900,-256.1766,-156.8577,44.3991,-254.5093
E182,-154.1860,56.7170,-256.4868,-153.1837,56.3483,-254.8195
E183,-149.9705,68.5340,-255.9619,-148.9952,68.0883,-254.2974
E184,-145.9148,79.7970,-255.1870,-144.9663,79.2783,-253.5282
E185,-141.4431,90.8970,-253.5053,-140.5224,90.3053,-251.8552
E186,-136.8830,101.9580,-251.7070,-135.9918,101.2942,-250.0682
E187,-132.2550,112.9470,-249.8031,-131.3947,112.2123,-248.1781
E188,-127.3914,123.5810,-247.1600,-126.5625,122.7768,-245.5517
E189,-121.4108,132.5770,-245.1477,-120.6200,131.7135,-243.5510
E190,-115.4058,141.5740,-243.1193,-114.6544,140.6522,-241.5363
A172,-109.3475,150.5040,-241.0071,-108.6364,149.5252,-239.4397
A192,-103.9053,160.2870,-236.7447,-103.2290,159.2437,-235.2037
A193,-93.5135,163.2070,-238.7576,-92.9043,162.1438,-237.2023
A194,-83.1212,166.1180,-240.7589,-82.5800,165.0364,-239.1913
A195,-72.6797,168.9750,-242.6768,-72.2071,167.8763,-241.0989
A196,-60.8073,170.0000,-244.6262,-60.4113,168.8929,-243.0331
A197,-48.9522,171.0200,-246.5679,-48.6334,169.9063,-244.9622
A198,-37.0629,171.9700,-248.4083,-36.8218,170.8514,-246.7925
A199,-25.0418,172.3360,-249.4061,-24.8788,171.2142,-247.7827
A200,-12.5252,172.6890,-249.9179,-12.4436,171.5644,-248.2903
A201,0.0000,173.0440,-250.4322,0.0000,171.9184,-248.8032
A202,12.5309,172.7680,-250.0316,12.4493,171.6434,-248.4040
A203,25.0288,172.2460,-249.2769,24.8658,171.1242,-247.6535
A204,37.0611,171.9620,-248.3967,36.8200,170.8434,-246.7809
A205,48.9672,171.0730,-246.6434,48.6484,169.9593,-245.0377
A206,60.8038,169.9900,-244.6119,60.4078,168.8829,-243.0188
A207,72.6535,168.9140,-242.5894,72.1809,167.8153,-241.0115
A208,83.1425,166.1610,-240.8208,82.6013,165.0794,-239.2532
A209,93.5163,163.2120,-238.7648,92.9071,162.1488,-237.2095
A210,103.8958,160.2730,-236.7232,103.2195,159.2297,-235.1822
B191,114.2042,157.1900,-234.4728,113.4616,156.1679,-232.9482
B192,121.1672,149.3790,-238.3856,120.3840,148.4134,-236.8446
B193,128.1972,141.4410,-242.3031,127.3743,140.5331,-240.7478
B194,134.0845,132.1430,-244.0035,133.2230,131.2940,-242.4358
B195,141.0774,123.8250,-247.6491,140.1785,123.0360,-246.0712
B196,146.6854,113.2970,-251.1266,145.7549,112.5783,-249.5335
B197,151.7210,102.2340,-253.5857,150.7603,101.5866,-251.9800
B198,156.5759,90.9920,-255.7193,155.5865,90.4170,-254.1035
B199,161.3997,79.6560,-257.7706,160.3832,79.1543,-256.1472
B200,165.9114,67.5340,-258.5592,164.8670,67.1089,-256.9316
B201,169.6851,55.1340,-258.2081,168.6146,54.7862,-256.5792
B202,173.7393,42.8410,-258.2904,172.6445,42.5710,-256.6628
B203,178.2043,30.5650,-258.9461,177.0871,30.3734,-257.3227
B204,182.4928,18.6580,-259.0360,181.3544,18.5416,-257.4202
B205,185.9899,6.5820,-257.9597,184.8322,6.5410,-256.3540
B206,189.6686,-5.5680,-257.0956,188.4933,-5.5335,-255.5025
B207,193.2204,-17.8340,-256.0016,192.0294,-17.7241,-254.4237
B208,194.1235,-29.2960,-254.4571,192.9276,-29.1155,-252.8894
B209,194.0334,-40.5760,-251.6186,192.8340,-40.3252,-250.0633
B210,193.1932,-51.5960,-247.8323,191.9920,-51.2752,-246.2913
C191,192.3260,-62.4900,-244.0398,191.1245,-62.0996,-242.5152
C192,183.9754,-70.7940,-244.3144,182.8150,-70.3475,-242.7734
C193,176.6595,-79.3500,-245.8196,175.5418,-78.8479,-244.2643
C194,169.0894,-87.7130,-246.8936,168.0158,-87.1561,-245.3259
C195,161.8464,-96.1980,-248.3964,160.8183,-95.5869,-246.8185
C196,152.5788,-104.1530,-250.3047,151.6077,-103.4901,-248.7116
C197,142.8520,-111.7160,-251.3646,141.9395,-111.0024,-249.7589
C198,133.4446,-119.4710,-252.9175,132.5920,-118.7077,-251.3017
C199,123.2999,-126.4920,-252.9854,122.5087,-125.6803,-251.3620
C200,112.9375,-133.8870,-252.8288,112.2105,-133.0251,-251.2012
C201,102.6282,-141.2550,-252.6858,101.9666,-140.3444,-251.0568
C202,91.8203,-147.7930,-251.1472,91.2253,-146.8352,-249.5196
C203,81.1060,-154.2720,-249.6187,80.5785,-153.2687,-247.9953
C204,71.0489,-160.8030,-248.2417,70.5864,-159.7563,-246.6259
C205,60.9683,-167.2650,-246.7649,60.5716,-166.1766,-245.1592
C206,50.7932,-173.4930,-244.9358,50.4628,-172.3646,-243.3427
C207,40.4506,-179.1090,-242.2521,40.1871,-177.9423,-240.6742
C208,30.4101,-183.3390,-240.8773,30.2122,-182.1458,-239.3096
C209,20.2949,-187.1720,-238.9754,20.1628,-185.9538,-237.4201
C210,10.1442,-190.5820,-236.5380,10.0781,-189.3404,-234.9970
D191,0.0000,-193.9310,-234.0324,0.0000,-192.6677,-232.5078
D192,-10.1650,-190.9730,-237.0234,-10.0989,-189.7314,-235.4824
D193,-20.2900,-187.1270,-238.9171,-20.1579,-185.9088,-237.3618
D194,-30.3835,-183.1790,-240.6666,-30.1856,-181.9858,-239.0989
D195,-40.4617,-179.1580,-242.3184,-40.1982,-177.9913,-240.7405
D196,-50.7510,-173.3490,-244.7320,-50.4206,-172.2206,-243.1389
D197,-60.9920,-167.3300,-246.8606,-60.5953,-166.2416,-245.2549
D198,-71.0169,-160.7310,-248.1299,-70.5544,-159.6843,-246.5141
D199,-81.0140,-154.0970,-249.3356,-80.4865,-153.0937,-247.7122
D200,-91.5220,-147.3130,-250.3313,-90.9270,-146.3552,-248.7037
D201,-101.6292,-139.8800,-250.2261,-100.9676,-138.9694,-248.5971
D202,-111.6730,-132.3880,-249.9980,-110.9460,-131.5261,-248.3704
D203,-121.6963,-124.8470,-249.6951,-120.9051,-124.0353,-248.0717
D204,-130.9235,-117.2140,-248.1394,-130.0709,-116.4507,-246.5236
D205,-140.1621,-109.6120,-246.6315,-139.2496,-108.8984,-245.0258
D206,-149.3312,-101.9360,-244.9771,-148.3601,-101.2731,-243.3840
D207,-157.8548,-93.8250,-242.2703,-156.8267,-93.2139,-240.6924
D208,-165.0311,-85.6080,-240.9679,-163.9575,-85.0511,-239.4002
D209,-172.4655,-77.4660,-239.9838,-171.3478,-76.9639,-238.4285
D210,-179.8873,-69.2210,-238.8855,-178.7269,-68.7745,-237.3445
E191,-187.7216,-60.9940,-238.1974,-186.5201,-60.6036,-236.6728
E192,-187.4992,-50.0750,-240.5278,-186.2980,-49.7542,-238.9868
E193,-186.3478,-38.9700,-241.6520,-185.1484,-38.7192,-240.0967
E194,-184.9952,-27.9190,-242.4917,-183.7993,-27.7385,-240.9240
E195,-183.0303,-16.8940,-242.5005,-181.8393,-16.7841,-240.9226
E196,-180.5129,-5.2990,-244.6849,-179.3376,-5.2645,-243.0918
E197,-177.7611,6.2910,-246.5467,-176.6034,6.2500,-244.9410
E198,-174.8409,17.8760,-248.1747,-173.7025,17.7596,-246.5589
E199,-171.7738,29.4620,-249.6020,-170.6566,29.2704,-247.9786
E200,-168.7019,41.5980,-250.8015,-167.6071,41.3281,-249.1739
E201,-165.7627,53.8600,-252.2394,-164.6922,53.5122,-250.6105
E202,-161.8900,65.8970,-252.2921,-160.8456,65.4719,-250.6645
E203,-157.4158,77.6900,-251.4079,-156.3993,77.1883,-249.7845
E204,-152.6708,88.7230,-249.3415,-151.6814,88.1480,-247.7257
E205,-147.7734,99.5740,-246.9876,-146.8127,98.9266,-245.3819
E206,-143.0505,110.4890,-244.9034,-142.1200,109.7703,-243.3103
E207,-138.2249,121.3210,-242.6417,-137.3260,120.5320,-241.0638
E208,-132.4567,130.5390,-241.0412,-131.5952,129.6900,-239.4735
E209,-126.5361,139.6080,-239.1634,-125.7132,138.7001,-237.6081
E210,-120.4421,148.4850,-236.9590,-119.6589,147.5194,-235.4180
A191,-114.2154,157.2060,-234.4980,-113.4728,156.1839,-232.9734
A212,-108.9605,167.2600,-230.4292,-108.2528,166.1737,-228.9327
A213,-98.5291,170.1610,-232.4348,-97.8883,169.0543,-230.9231
A214,-88.0397,172.9700,-234.2994,-87.4667,171.8443,-232.7746
A215,-77.5764,175.7910,-236.1570,-77.0719,174.6477,-234.6212
A216,-66.9348,177.9890,-237.3206,-66.4990,176.8301,-235.7754
A217,-55.0921,179.0680,-239.3545,-54.7332,177.9015,-237.7953
A218,-43.2062,180.1350,-241.3441,-42.9250,178.9627,-239.7734
A219,-31.2316,180.7740,-242.7351,-31.0284,179.5976,-241.1555
A220,-18.8058,181.3050,-243.2664,-18.6833,180.1241,-241.6819
A221,-6.2878,181.7430,-243.8837,-6.2469,180.5601,-242.2964
A222,6.2890,181.7790,-243.9314,6.2481,180.5961,-242.3441
A223,18.8057,181.3050,-243.2654,18.6832,180.1241,-241.6809
A224,31.2233,180.7260,-242.6707,31.0201,179.5496,-241.0911
A225,43.2211,180.1970,-241.4278,42.9399,179.0247,-239.8571
A226,55.0944,179.0750,-239.3642,54.7355,177.9085,-237.8050
A227,66.9317,177.9810,-237.3098,66.4959,176.8221,-235.7646
A228,77.5859,175.8130,-236.1857,77.0814,174.6697,-234.6499
A229,87.9507,172.7950,-234.0624,87.3777,171.6693,-232.5376
A230,98.3771,169.8980,-232.0764,97.7363,168.7913,-230.5647
A231,108.7713,166.9670,-230.0269,108.0636,165.8807,-228.5304
B211,118.9035,163.6570,-227.6120,118.1304,162.5929,-226.1320
B212,125.4137,155.3300,-230.4505,124.5993,154.3213,-228.9540
B213,132.0948,147.0800,-233.6909,131.2403,146.1286,-232.1792
B214,138.7929,138.6750,-236.8505,137.8994,137.7822,-235.3257
B215,145.6988,130.3250,-240.2535,144.7674,129.4919,-238.7177
B216,152.4096,121.7090,-243.4156,151.4421,120.9364,-241.8704
B217,158.0145,111.0600,-246.7499,157.0160,110.3582,-245.1907
B218,163.0687,99.8820,-249.1400,162.0407,99.2523,-247.5693
B219,167.8943,88.5290,-251.1410,166.8383,87.9722,-249.5614
B220,172.9137,76.7040,-252.4549,171.8284,76.2226,-250.8704
B221,177.1455,64.4110,-252.7905,176.0332,64.0066,-251.2032
B222,181.0772,51.9860,-252.6561,179.9396,51.6594,-251.0688
B223,185.1305,39.6160,-252.6667,183.9695,39.3676,-251.0822
B224,190.0495,27.3800,-254.0614,188.8679,27.2098,-252.4818
B225,193.2229,15.2480,-252.5233,192.0211,15.1532,-250.9526
B226,197.3431,3.0970,-252.1518,196.1228,3.0778,-250.5926
B227,201.0456,-9.1620,-251.1683,199.8088,-9.1056,-249.6231
B228,202.8374,-20.6450,-250.5840,201.5942,-20.5185,-249.0482
B229,203.6603,-32.1670,-248.9051,202.4127,-31.9699,-247.3803
B230,203.4923,-43.5220,-245.9897,202.2418,-43.2545,-244.4780
B231,202.7211,-54.6300,-242.3570,201.4693,-54.2927,-240.8605
C211,201.9664,-65.6220,-238.9417,200.7154,-65.2155,-237.4617
C212,193.5681,-73.9850,-239.2079,192.3571,-73.5221,-237.7114
C213,185.6179,-82.3610,-240.0502,184.4490,-81.8424,-238.5385
C214,178.3364,-90.9620,-241.6740,177.2112,-90.3881,-240.1492
C215,171.0910,-99.5290,-243.2709,170.0108,-98.9006,-241.7351
C216,163.8072,-107.9720,-244.8492,162.7735,-107.2906,-243.3040
C217,153.5108,-115.2540,-245.2451,152.5348,-114.5213,-243.6859
C218,144.0672,-123.0970,-246.8838,143.1506,-122.3139,-245.3131
C219,134.8875,-131.1630,-248.9447,134.0316,-130.3307,-247.3651
C220,124.5996,-138.7620,-248.8933,123.8064,-137.8786,-247.3088
C221,113.8587,-145.8290,-248.1254,113.1303,-144.8961,-246.5381
C222,103.4224,-153.2230,-247.9207,102.7602,-152.2420,-246.3334
C223,92.2155,-159.2190,-245.5598,91.6205,-158.1916,-243.9753
C224,81.1483,-164.9290,-243.2123,80.6213,-163.8578,-241.6327
C225,70.9805,-171.2590,-241.5309,70.5189,-170.1453,-239.9602
C226,60.7771,-177.5260,-239.7274,60.3818,-176.3714,-238.1682
C227,50.4417,-183.2440,-237.1981,50.1131,-182.0503,-235.6529
C228,40.5099,-187.5530,-235.8273,40.2461,-186.3315,-234.2914
C229,30.4177,-191.5220,-234.1023,30.2196,-190.2745,-232.5775
C230,20.2967,-195.4870,-232.3286,20.1646,-194.2151,-230.8169
C231,10.1433,-199.0180,-230.0323,10.0773,-197.7232,-228.5358
D211,0.0000,-201.9650,-227.2457,0.0000,-200.6497,-225.7657
D212,-10.1296,-198.7500,-229.7228,-10.0636,-197.4552,-228.2263
D213,-20.3005,-195.5230,-232.3722,-20.1684,-194.2511,-230.8605
D214,-30.4320,-191.6130,-234.2129,-30.2339,-190.3655,-232.6881
D215,-40.5244,-187.6200,-235.9116,-40.2606,-186.3985,-234.3757
D216,-50.5253,-183.5470,-237.5912,-50.1967,-182.3533,-236.0460
D217,-60.7118,-177.3360,-239.4699,-60.3165,-176.1814,-237.9107
D218,-70.8588,-170.9660,-241.1169,-70.3972,-169.8523,-239.5462
D219,-81.0045,-164.6370,-242.7811,-80.4775,-163.5658,-241.2015
D220,-91.4688,-157.9300,-243.5714,-90.8738,-156.9026,-241.9869
D221,-101.7196,-150.7000,-243.8383,-101.0574,-149.7190,-242.2510
D222,-111.8293,-143.2300,-243.7029,-111.1009,-142.2971,-242.1156
