节点编号,X坐标（米）,Y坐标（米）,Z坐标（米）
A292,36.6734,202.7000,-218.6503
A293,48.8029,201.5150,-217.3715
A294,59.3543,199.6240,-216.4895
A295,69.8295,197.4770,-215.3300
A296,80.2153,195.0770,-213.8944
A297,90.4982,192.4270,-212.1846
A298,100.6651,189.5300,-210.2029
A299,110.7029,186.3900,-207.9516
A300,120.5988,183.0120,-205.4338
B277,130.3401,179.3980,-202.6525
B278,136.7868,171.2500,-205.4338
B279,143.0582,162.8830,-207.9516
B280,149.1462,154.3060,-210.2029
B281,155.0429,145.5320,-212.1846
B282,160.7409,136.5720,-213.8944
B283,166.2329,127.4360,-215.3300
B284,171.5117,118.1370,-216.4895
B285,176.5707,108.6860,-217.3715
B286,181.4464,97.5170,-218.6503
B287,186.0202,86.1850,-219.5653
B288,190.2844,74.7100,-220.1148
B289,194.2320,63.1100,-220.2981
B290,197.8563,51.4060,-220.1148
B291,201.1514,39.6160,-219.5653
B292,204.1118,27.7600,-218.6503
B293,206.7326,15.8570,-217.3715
B294,208.1947,5.2380,-216.4895
B295,209.3899,-5.3880,-215.3300
B296,210.3167,-16.0070,-213.8944
B297,210.9739,-26.6050,-212.1846
B298,211.3606,-37.1700,-210.2029
B299,211.4763,-47.6870,-207.9516
B300,211.3210,-58.1420,-205.4338
C277,210.8947,-68.5230,-202.6525
C278,205.1377,-77.1730,-205.4338
C279,199.1177,-85.7230,-207.9516
C280,192.8425,-94.1630,-210.2029
C281,186.3200,-102.4820,-212.1846
C282,179.5586,-110.6700,-213.8944
C283,172.5671,-118.7170,-215.3300
C284,165.3544,-126.6110,-216.4895
C285,157.9296,-134.3430,-217.3715
C286,148.8135,-142.4310,-218.6503
C287,139.4497,-150.2830,-219.5653
C288,129.8539,-157.8840,-220.1148
C289,120.0420,-165.2230,-220.2981
C290,110.0303,-172.2870,-220.1148
C291,99.8355,-179.0640,-219.5653
C292,89.4746,-185.5430,-218.6503
C293,78.9648,-191.7140,-217.3715
C294,69.3171,-196.3860,-216.4895
C295,59.5805,-200.8060,-215.3300
C296,49.7676,-204.9690,-213.8944
C297,39.8909,-208.8690,-212.1846
C298,29.9630,-212.5020,-210.2029
C299,19.9967,-215.8620,-207.9516
C300,10.0048,-218.9450,-205.4338
D277,0.0000,-221.7470,-202.6525
D278,-10.0048,-218.9450,-205.4338
D279,-19.9967,-215.8620,-207.9516
D280,-29.9630,-212.5020,-210.2029
D281,-39.8909,-208.8690,-212.1846
D282,-49.7676,-204.9690,-213.8944
D283,-59.5805,-200.8060,-215.3300
D284,-69.3171,-196.3860,-216.4895
D285,-78.9648,-191.7140,-217.3715
D286,-89.4746,-185.5430,-218.6503
D287,-99.8355,-179.0640,-219.5653
D288,-110.0303,-172.2870,-220.1148
D289,-120.0420,-165.2230,-220.2981
D290,-129.8539,-157.8840,-220.1148
D291,-139.4497,-150.2830,-219.5653
D292,-148.8135,-142.4310,-218.6503
D293,-157.9296,-134.3430,-217.3715
D294,-165.3544,-126.6110,-216.4895
D295,-172.5671,-118.7170,-215.3300
D296,-179.5586,-110.6700,-213.8944
D297,-186.3200,-102.4820,-212.1846
D298,-192.8425,-94.1630,-210.2029
D299,-199.1177,-85.7230,-207.9516
D300,-205.1377,-77.1730,-205.4338
E277,-210.8947,-68.5230,-202.6525
E278,-211.3210,-58.1420,-205.4338
E279,-211.4763,-47.6870,-207.9516
E280,-211.3606,-37.1700,-210.2029
E281,-210.9739,-26.6050,-212.1846
E282,-210.3167,-16.0070,-213.8944
E283,-209.3899,-5.3880,-215.3300
E284,-208.1947,5.2380,-216.4895
E285,-206.7326,15.8570,-217.3715
E286,-204.1118,27.7600,-218.6503
E287,-201.1514,39.6160,-219.5653
E288,-197.8563,51.4060,-220.1148
E289,-194.2320,63.1100,-220.2981
E290,-190.2844,74.7100,-220.1148
E291,-186.0202,86.1850,-219.5653
E292,-181.4464,97.5170,-218.6503
E293,-176.5707,108.6860,-217.3715
E294,-171.5117,118.1370,-216.4895
E295,-166.2329,127.4360,-215.3300
E296,-160.7409,136.5720,-213.8944
E297,-155.0429,145.5320,-212.1846
E298,-149.1462,154.3060,-210.2029
E299,-143.0582,162.8830,-207.9516
E300,-136.7868,171.2500,-205.4338
A277,-130.3401,179.3980,-202.6525
A302,-124.9537,188.8740,-197.3661
A303,-115.1089,192.3430,-199.9862
A304,-105.0943,195.5780,-202.3478
A305,-94.9682,198.5670,-204.4326
A306,-84.6037,201.3260,-206.2772
A307,-74.2474,203.8170,-207.8136
A308,-63.7729,206.0560,-209.0792
A309,-53.2410,208.0380,-210.0616
A310,-42.8685,209.4760,-211.0036
A311,-30.6997,210.4970,-212.1054
A312,-18.4516,211.1820,-212.8429
A313,-6.2008,211.5240,-213.2121
A314,6.2008,211.5240,-213.2121
A315,18.4516,211.1820,-212.8429
A316,30.6997,210.4970,-212.1054
A317,42.8685,209.4760,-211.0036
A318,53.2410,208.0380,-210.0616
A319,63.7729,206.0560,-209.0792
A320,74.2474,203.8170,-207.8136
A321,84.6037,201.3260,-206.2772
A322,94.9682,198.5670,-204.4326
A323,105.0943,195.5780,-202.3478
A324,115.1089,192.3430,-199.9862
A325,124.9537,188.8740,-197.3661
B301,134.3825,184.9620,-194.8607
B302,141.0170,177.2040,-197.3661
B303,147.3579,168.9130,-199.9862
B304,153.5298,160.3880,-202.3478
B305,159.5009,151.6810,-204.4326
B306,165.3283,142.6760,-206.2772
B307,170.8969,133.5970,-207.8136
B308,176.2640,124.3270,-209.0792
B309,181.4033,114.9230,-210.0616
B310,185.9758,105.5020,-211.0036
B311,190.7078,94.2450,-212.1054
B312,195.1436,82.8080,-212.8429
B313,199.2549,71.2620,-213.2121
B314,203.0872,59.4680,-213.2121
B315,206.5473,47.7100,-212.8429
B316,209.6813,35.8500,-212.1054
B317,212.4700,23.9610,-211.0036
B318,214.3080,13.6520,-210.0616
B319,215.6778,3.0240,-209.0792
B320,216.7844,-7.6300,-207.8136
B321,217.6162,-18.2490,-206.2772
B322,218.1945,-28.9590,-204.4326
B323,218.4816,-39.5130,-202.3478
B324,218.4992,-50.0380,-199.9862
B325,218.2426,-60.4720,-197.3661
C301,217.4355,-70.6490,-194.8607
C302,212.1070,-79.3560,-197.3661
C303,206.1812,-87.9490,-199.9862
C304,199.9809,-96.4530,-202.3478
C305,193.5452,-104.8220,-204.4326
C306,186.7822,-113.1470,-206.2772
C307,179.8676,-121.2490,-207.8136
C308,172.7100,-129.2180,-209.0792
C309,165.3544,-137.0110,-210.0616
C310,157.8079,-144.2710,-211.0036
C311,148.5636,-152.2500,-212.1054
C312,139.0570,-160.0030,-212.8429
C313,129.3471,-167.4810,-213.2121
C314,119.3140,-174.7710,-213.2121
C315,109.2016,-181.6950,-212.8429
C316,98.8905,-188.3400,-212.1054
C317,88.4452,-194.6660,-211.0036
C318,79.2087,-199.6000,-210.0616
C319,69.5233,-204.1870,-209.0792
C320,59.7327,-208.5320,-207.8136
C321,49.8905,-212.6040,-206.2772
C322,39.8834,-216.4640,-204.4326
C323,29.9348,-219.9980,-202.3478
C324,19.9310,-223.2670,-199.9862
C325,9.9276,-226.2480,-197.3661
D301,0.0000,-228.6250,-194.8607
D302,-9.9276,-226.2480,-197.3661
D303,-19.9310,-223.2670,-199.9862
D304,-29.9348,-219.9980,-202.3478
D305,-39.8834,-216.4640,-204.4326
D306,-49.8905,-212.6040,-206.2772
D307,-59.7327,-208.5320,-207.8136
D308,-69.5233,-204.1870,-209.0792
D309,-79.2087,-199.6000,-210.0616
D310,-88.4452,-194.6660,-211.0036
D311,-98.8905,-188.3400,-212.1054
D312,-109.2016,-181.6950,-212.8429
D313,-119.3140,-174.7710,-213.2121
D314,-129.3471,-167.4810,-213.2121
D315,-139.0570,-160.0030,-212.8429
D316,-148.5636,-152.2500,-212.1054
D317,-157.8079,-144.2710,-211.0036
D318,-165.3544,-137.0110,-210.0616
D319,-172.7100,-129.2180,-209.0792
D320,-179.8676,-121.2490,-207.8136
D321,-186.7822,-113.1470,-206.2772
D322,-193.5452,-104.8220,-204.4326
D323,-199.9809,-96.4530,-202.3478
D324,-206.1812,-87.9490,-199.9862
D325,-212.1070,-79.3560,-197.3661
E301,-217.4355,-70.6490,-194.8607
E302,-218.2426,-60.4720,-197.3661
E303,-218.4992,-50.0380,-199.9862
E304,-218.4816,-39.5130,-202.3478
E305,-218.1945,-28.9590,-204.4326
E306,-217.6162,-18.2490,-206.2772
E307,-216.7844,-7.6300,-207.8136
E308,-215.6778,3.0240,-209.0792
E309,-214.3080,13.6520,-210.0616
E310,-212.4700,23.9610,-211.0036
E311,-209.6813,35.8500,-212.1054
E312,-206.5473,47.7100,-212.8429
E313,-203.0872,59.4680,-213.2121
E314,-199.2549,71.2620,-213.2121
E315,-195.1436,82.8080,-212.8429
E316,-190.7078,94.2450,-212.1054
E317,-185.9758,105.5020,-211.0036
E318,-181.4033,114.9230,-210.0616
E319,-176.2640,124.3270,-209.0792
E320,-170.8969,133.5970,-207.8136
E321,-165.3283,142.6760,-206.2772
E322,-159.5009,151.6810,-204.4326
E323,-153.5298,160.3880,-202.3478
E324,-147.3579,168.9130,-199.9862
E325,-141.0170,177.2040,-197.3661
A301,-134.3825,184.9620,-194.8607
A327,-128.8929,194.2930,-189.4129
A328,-119.3641,198.0430,-191.7586
A329,-109.4096,201.3750,-194.2112
A330,-99.3142,204.4470,-196.4137
A331,-89.0003,207.3060,-198.3516
A332,-78.5697,209.8940,-200.0295
A333,-68.1341,212.2310,-201.3856
A334,-57.6107,214.2950,-202.4824
A335,-47.2682,215.8360,-203.5209
A336,-36.8679,217.1140,-204.3104
A337,-24.6505,217.9830,-205.2221
A338,-12.3918,218.4880,-205.7908
A339,0.0000,218.6740,-205.9661
A340,12.3918,218.4880,-205.7908
A341,24.6505,217.9830,-205.2221
A342,36.8679,217.1140,-204.3104
A343,47.2682,215.8360,-203.5209
A344,57.6107,214.2950,-202.4824
A345,68.1341,212.2310,-201.3856
A346,78.5697,209.8940,-200.0295
A347,89.0003,207.3060,-198.3516
A348,99.3142,204.4470,-196.4137
A349,109.4096,201.3750,-194.2112
A350,119.3641,198.0430,-191.7586
A351,128.8929,194.2930,-189.4129
B326,138.2641,190.3050,-186.8356
B327,144.9529,182.6240,-189.4129
B328,151.4645,174.7210,-191.7586
B329,157.7092,166.2830,-194.2112
B330,163.7507,157.6310,-196.4137
B331,169.6570,148.7060,-198.3516
B332,175.3409,139.5850,-200.0295
B333,180.7885,130.3830,-201.3856
B334,186.0034,121.0120,-202.4824
B335,190.6654,111.6520,-203.5209
B336,195.0942,102.1560,-204.3104
B337,199.6963,90.8050,-205.2221
B338,203.9646,79.3020,-205.7908
B339,207.9709,67.5740,-205.9661
B340,211.6231,55.7310,-205.7908
B341,214.9311,43.9170,-205.2221
B342,217.8798,32.0290,-204.3104
B343,219.8788,21.7430,-203.5209
B344,221.6087,11.4300,-202.4824
B345,222.8977,0.7840,-201.3856
B346,223.8997,-9.8630,-200.0295
B347,224.6623,-20.5830,-198.3516
B348,225.1303,-31.2750,-196.4137
B349,225.3280,-41.8260,-194.2112
B350,225.2356,-52.3230,-191.7586
B351,224.6131,-62.5440,-189.4129
C326,223.7160,-72.6890,-186.8356
C327,218.4788,-81.4240,-189.4129
C328,212.9743,-90.0590,-191.7586
C329,206.8792,-98.6060,-194.2112
C330,200.5177,-107.0250,-196.4137
C331,193.8541,-115.4010,-198.3516
C332,186.9364,-123.6250,-200.0295
C333,179.8676,-131.6490,-201.3856
C334,172.5671,-139.5050,-202.4824
C335,165.1060,-146.8310,-203.5209
C336,157.4428,-153.9780,-204.3104
C337,148.0696,-161.8620,-205.2221
C338,138.4488,-169.4760,-205.7908
C339,128.5331,-176.9100,-205.9661
C340,118.3985,-184.0430,-205.7908
C341,108.1843,-190.8400,-205.2221
C342,97.7892,-197.3180,-204.3104
C343,88.6243,-202.3980,-203.5209
C344,79.3510,-207.2300,-202.4824
C345,69.6243,-211.7460,-201.3856
C346,59.8079,-215.9890,-200.0295
C347,49.8486,-220.0270,-198.3516
C348,39.8240,-223.7760,-196.4137
C349,29.8508,-227.2240,-194.2112
C350,19.8391,-230.3800,-191.7586
C351,9.9256,-232.9470,-189.4129
D326,0.0000,-235.2290,-186.8356
D327,-9.9256,-232.9470,-189.4129
D328,-19.8391,-230.3800,-191.7586
D329,-29.8508,-227.2240,-194.2112
D330,-39.8240,-223.7760,-196.4137
D331,-49.8486,-220.0270,-198.3516
D332,-59.8079,-215.9890,-200.0295
D333,-69.6243,-211.7460,-201.3856
D334,-79.3510,-207.2300,-202.4824
D335,-88.6243,-202.3980,-203.5209
D336,-97.7892,-197.3180,-204.3104
D337,-108.1843,-190.8400,-205.2221
D338,-118.3985,-184.0430,-205.7908
D339,-128.5331,-176.9100,-205.9661
D340,-138.4488,-169.4760,-205.7908
D341,-148.0696,-161.8620,-205.2221
D342,-157.4428,-153.9780,-204.3104
D343,-165.1060,-146.8310,-203.5209
D344,-172.5671,-139.5050,-202.4824
D345,-179.8676,-131.6490,-201.3856
D346,-186.9364,-123.6250,-200.0295
D347,-193.8541,-115.4010,-198.3516
D348,-200.5177,-107.0250,-196.4137
D349,-206.8792,-98.6060,-194.2112
D350,-212.9743,-90.0590,-191.7586
D351,-218.4788,-81.4240,-189.4129
E326,-223.7160,-72.6890,-186.8356
E327,-224.6131,-62.5440,-189.4129
E328,-225.2356,-52.3230,-191.7586
E329,-225.3280,-41.8260,-194.2112
E330,-225.1303,-31.2750,-196.4137
E331,-224.6623,-20.5830,-198.3516
E332,-223.8997,-9.8630,-200.0295
E333,-222.8977,0.7840,-201.3856
E334,-221.6087,11.4300,-202.4824
E335,-219.8788,21.7430,-203.5209
E336,-217.8798,32.0290,-204.3104
E337,-214.9311,43.9170,-205.2221
E338,-211.6232,55.7310,-205.7908
E339,-207.9709,67.5740,-205.9661
E340,-203.9646,79.3020,-205.7908
E341,-199.6963,90.8050,-205.2221
E342,-195.0942,102.1560,-204.3104
E343,-190.6654,111.6520,-203.5209
E344,-186.0034,121.0120,-202.4824
E345,-180.7885,130.3830,-201.3856
E346,-175.3409,139.5850,-200.0295
E347,-169.6570,148.7060,-198.3516
E348,-163.7507,157.6310,-196.4137
E349,-157.7092,166.2830,-194.2112
E350,-151.4645,174.7210,-191.7586
E351,-144.9529,182.6240,-189.4129
A326,-138.2641,190.3050,-186.8356
A353,-132.6793,199.4940,-181.2145
A354,-123.1951,203.3230,-183.6386
A355,-113.5804,206.8900,-185.8393
A356,-103.5306,210.0610,-188.1385
A357,-93.2817,213.0330,-190.1469
A358,-82.8866,215.7210,-191.9233
A359,-72.4062,218.1150,-193.4519
A360,-61.9066,220.2770,-194.6436
A361,-51.6079,221.9360,-195.7587
A362,-41.2231,223.3170,-196.6479
A363,-30.8105,224.4170,-197.3021
A364,-18.5633,225.1080,-198.0459
A365,-6.2008,225.5020,-198.3699
A366,6.2008,225.5020,-198.3699
A367,18.5633,225.1080,-198.0459
A368,30.8105,224.4170,-197.3021
A369,41.2231,223.3170,-196.6479
A370,51.6079,221.9360,-195.7587
A371,61.9066,220.2770,-194.6436
A372,72.4062,218.1150,-193.4519
A373,82.8866,215.7210,-191.9233
A374,93.2817,213.0330,-190.1469
A375,103.5306,210.0610,-188.1385
A376,113.5804,206.8900,-185.8393
A377,123.1951,203.3230,-183.6386
A378,132.6793,199.4940,-181.2145
B352,141.9801,195.4190,-178.5868
B353,148.7294,187.8330,-181.2145
B354,155.3017,179.9960,-183.6386
B355,161.6657,171.9540,-185.8393
B356,167.7869,163.3760,-188.1385
B357,173.7803,154.5470,-190.1469
B358,179.5492,145.4920,-191.9233
B359,185.0643,136.2640,-193.4519
B360,190.3650,126.9460,-194.6436
B361,195.1254,117.6640,-195.7587
B362,199.6483,108.2150,-196.6479
B363,203.9117,98.6510,-197.3021
B364,208.3535,87.2170,-198.0459
B365,212.5489,75.5820,-198.3699
B366,216.3812,63.7870,-198.3699
B367,219.8263,51.9080,-198.0459
B368,222.9537,40.0460,-197.3021
B369,225.1257,29.8040,-196.6479
B370,227.0208,19.5000,-195.7587
B371,228.6254,9.1930,-194.6436
B372,229.8138,-1.4610,-193.4519
B373,230.7760,-12.1680,-191.9233
B374,231.4315,-22.8850,-190.1469
B375,231.7723,-33.5510,-188.1385
B376,231.8623,-44.0880,-185.8393
B377,231.4405,-54.3350,-183.6386
B378,230.7298,-64.5380,-181.2145
C352,229.7287,-74.6430,-178.5868
C353,224.5992,-83.4060,-181.2145
C354,219.1768,-92.0790,-183.6386
C355,213.4953,-100.6160,-185.8393
C356,207.2286,-109.0880,-188.1385
C357,200.6838,-117.5170,-190.1469
C358,193.8541,-125.8020,-191.9233
C359,186.7822,-133.8990,-193.4519
C360,179.5586,-141.8190,-194.6436
C361,172.2020,-149.2150,-195.7587
C362,164.6126,-156.4360,-196.6479
C363,156.8349,-163.4460,-197.3021
C364,147.3329,-171.2040,-198.0459
C365,137.5632,-178.7900,-198.3699
C366,127.5302,-186.0790,-198.3699
C367,117.2968,-193.0270,-198.0459
C368,106.9824,-199.6660,-197.3021
C369,97.9122,-204.8970,-196.6479
C370,88.6987,-209.8830,-195.7587
C371,79.3916,-214.5950,-194.6436
C372,69.6266,-219.0170,-193.4519
C373,59.7408,-223.2410,-191.9233
C374,49.7509,-227.1760,-190.1469
C375,39.7125,-230.7960,-188.1385
C376,29.7184,-234.1380,-185.8393
C377,19.8429,-236.9030,-183.6386
C378,9.9195,-239.3800,-181.2145
D352,0.0000,-241.5510,-178.5868
D353,-9.9195,-239.3800,-181.2145
D354,-19.8429,-236.9030,-183.6386
D355,-29.7184,-234.1380,-185.8393
D356,-39.7125,-230.7960,-188.1385
D357,-49.7509,-227.1760,-190.1469
D358,-59.7408,-223.2410,-191.9233
D359,-69.6266,-219.0170,-193.4519
D360,-79.3916,-214.5950,-194.6436
D361,-88.6987,-209.8830,-195.7587
D362,-97.9122,-204.8970,-196.6479
D363,-106.9824,-199.6660,-197.3021
D364,-117.2968,-193.0270,-198.0459
D365,-127.5302,-186.0790,-198.3699
D366,-137.5632,-178.7900,-198.3699
D367,-147.3329,-171.2040,-198.0459
D368,-156.8349,-163.4460,-197.3021
D369,-164.6126,-156.4360,-196.6479
D370,-172.2020,-149.2150,-195.7587
D371,-179.5586,-141.8190,-194.6436
D372,-186.7822,-133.8990,-193.4519
D373,-193.8541,-125.8020,-191.9233
D374,-200.6838,-117.5170,-190.1469
D375,-207.2286,-109.0880,-188.1385
D376,-213.4953,-100.6160,-185.8393
D377,-219.1768,-92.0790,-183.6386
D378,-224.5992,-83.4060,-181.2145
E352,-229.7287,-74.6430,-178.5868
E353,-230.7298,-64.5380,-181.2145
E354,-231.4405,-54.3350,-183.6386
E355,-231.8622,-44.0880,-185.8393
E356,-231.7723,-33.5510,-188.1385
E357,-231.4315,-22.8850,-190.1469
E358,-230.7760,-12.1680,-191.9233
E359,-229.8138,-1.4610,-193.4519
E360,-228.6254,9.1930,-194.6436
E361,-227.0208,19.5000,-195.7587
E362,-225.1257,29.8040,-196.6479
E363,-222.9537,40.0460,-197.3021
E364,-219.8263,51.9080,-198.0459
E365,-216.3812,63.7870,-198.3699
E366,-212.5489,75.5820,-198.3699
E367,-208.3535,87.2170,-198.0459
E368,-203.9117,98.6510,-197.3021
E369,-199.6483,108.2150,-196.6479
E370,-195.1254,117.6640,-195.7587
E371,-190.3650,126.9460,-194.6436
E372,-185.0643,136.2640,-193.4519
E373,-179.5492,145.4920,-191.9233
E374,-173.7803,154.5470,-190.1469
E375,-167.7869,163.3760,-188.1385
E376,-161.6657,171.9540,-185.8393
E377,-155.3017,179.9960,-183.6386
E378,-148.7294,187.8330,-181.2145
A352,-141.9801,195.4190,-178.5868
A380,-136.2851,204.4530,-172.8163
A381,-126.8780,208.3580,-175.2979
A382,-117.3164,212.0080,-177.5659
A383,-107.6119,215.4010,-179.6177
A384,-97.4169,218.4760,-181.7102
A385,-87.0948,221.2660,-183.5655
A386,-76.6590,223.7670,-185.1812
A387,-66.1232,225.9760,-186.5552
A388,-55.8582,227.7440,-187.7581
A389,-45.5253,229.2330,-188.7322
A390,-35.1369,230.4440,-189.4763
A391,-24.7056,231.3740,-189.9897
A392,-12.3633,231.9640,-190.4739
A393,0.0000,232.1600,-190.6355
A394,12.3633,231.9640,-190.4739
A395,24.7056,231.3740,-189.9897
A396,35.1369,230.4440,-189.4763
A397,45.5253,229.2330,-188.7322
A398,55.8582,227.7440,-187.7581
A399,66.1232,225.9760,-186.5552
A400,76.6590,223.7670,-185.1812
A401,87.0948,221.2660,-183.5655
A402,97.4169,218.4760,-181.7102
A403,107.6119,215.4010,-179.6177
A404,117.3164,212.0080,-177.5659
A405,126.8780,208.3580,-175.2979
A406,136.2851,204.4530,-172.8163
B379,145.5263,200.3000,-170.1243
B380,152.3320,192.7950,-172.8163
B381,158.9522,185.0550,-175.2979
B382,165.3788,177.0890,-177.5659
B383,171.6040,168.9080,-179.6177
B384,177.6790,160.1620,-181.7102
B385,183.5221,151.2070,-183.5655
B386,189.1257,142.0550,-185.1812
B387,194.4825,132.7180,-186.5552
B388,199.3354,123.5010,-187.7581
B389,203.9455,114.1340,-188.7322
B390,208.3071,104.6290,-189.4763
B391,212.4149,94.9950,-189.9897
B392,216.7898,83.4390,-190.4739
B393,220.7973,71.7420,-190.6355
B394,224.4307,59.9230,-190.4739
B395,227.6838,48.0020,-189.9897
B396,230.0228,37.7940,-189.4763
B397,232.0817,27.5400,-188.7322
B398,233.8577,17.2530,-187.7581
B399,235.3489,6.9440,-186.5552
B400,236.5036,-3.7590,-185.1812
B401,237.3497,-14.4570,-183.5655
B402,237.8860,-25.1360,-181.7102
B403,238.1118,-35.7820,-179.6177
B404,237.8843,-46.0600,-177.5659
B405,237.3671,-56.2820,-175.2979
B406,236.5608,-66.4350,-172.8163
C379,235.4664,-76.5070,-170.1243
C380,230.4315,-85.2990,-172.8163
C381,225.1159,-93.9870,-175.2979
C382,219.5261,-102.5610,-177.5659
C383,213.6690,-111.0090,-179.6177
C384,207.2286,-119.4900,-181.7102
C385,200.5177,-127.8140,-183.5655
C386,193.5452,-135.9720,-185.1812
C387,186.3200,-143.9520,-186.5552
C388,179.0543,-151.4150,-187.7581
C389,171.5705,-158.6940,-188.7322
C390,163.8777,-165.7800,-189.4763
C391,155.9852,-172.6630,-189.9897
C392,146.3467,-180.3950,-190.4739
C393,136.4603,-187.8210,-190.6355
C394,126.3425,-194.9290,-190.4739
C395,116.0107,-201.7060,-189.9897
C396,107.0251,-207.0850,-189.4763
C397,97.9091,-212.2120,-188.7322
C398,88.6738,-217.0800,-187.7581
C399,79.3305,-221.6840,-186.5552
C400,69.5083,-226.0900,-185.1812
C401,59.5954,-230.2000,-183.5655
C402,49.6047,-234.0100,-181.7102
C403,39.5493,-237.5150,-179.6177
C404,29.7042,-240.4740,-177.5659
C405,19.8229,-243.1410,-175.2979
C406,9.9175,-245.5120,-172.8163
D379,0.0000,-247.5840,-170.1243
D380,-9.9175,-245.5120,-172.8163
D381,-19.8229,-243.1410,-175.2979
D382,-29.7042,-240.4740,-177.5659
D383,-39.5493,-237.5150,-179.6177
D384,-49.6047,-234.0100,-181.7102
D385,-59.5954,-230.2000,-183.5655
D386,-69.5083,-226.0900,-185.1812
D387,-79.3305,-221.6840,-186.5552
D388,-88.6738,-217.0800,-187.7581
D389,-97.9091,-212.2120,-188.7322
D390,-107.0251,-207.0850,-189.4763
D391,-116.0107,-201.7060,-189.9897
D392,-126.3425,-194.9290,-190.4739
D393,-136.4603,-187.8210,-190.6355
D394,-146.3467,-180.3950,-190.4739
D395,-155.9852,-172.6630,-189.9897
D396,-163.8777,-165.7800,-189.4763
D397,-171.5705,-158.6940,-188.7322
D398,-179.0543,-151.4150,-187.7581
D399,-186.3200,-143.9520,-186.5552
D400,-193.5452,-135.9720,-185.1812
D401,-200.5177,-127.8140,-183.5655
D402,-207.2286,-119.4900,-181.7102
D403,-213.6690,-111.0090,-179.6177
D404,-219.5261,-102.5610,-177.5659
D405,-225.1159,-93.9870,-175.2979
D406,-230.4315,-85.2990,-172.8163
E379,-235.4664,-76.5070,-170.1243
E380,-236.5608,-66.4350,-172.8163
E381,-237.3671,-56.2820,-175.2979
E382,-237.8843,-46.0600,-177.5659
E383,-238.1118,-35.7820,-179.6177
E384,-237.8860,-25.1360,-181.7102
E385,-237.3497,-14.4570,-183.5655
E386,-236.5036,-3.7590,-185.1812
E387,-235.3489,6.9440,-186.5552
E388,-233.8577,17.2530,-187.7581
E389,-232.0817,27.5400,-188.7322
E390,-230.0228,37.7940,-189.4763
E391,-227.6838,48.0020,-189.9897
E392,-224.4307,59.9230,-190.4739
E393,-220.7973,71.7420,-190.6355
E394,-216.7898,83.4390,-190.4739
E395,-212.4149,94.9950,-189.9897
E396,-208.3071,104.6290,-189.4763
E397,-203.9455,114.1340,-188.7322
E398,-199.3354,123.5010,-187.7581
E399,-194.4825,132.7180,-186.5552
E400,-189.1257,142.0550,-185.1812
E401,-183.5221,151.2070,-183.5655
E402,-177.6790,160.1620,-181.7102
E403,-171.6040,168.9080,-179.6177
E404,-165.3788,177.0890,-177.5659
E405,-158.9522,185.0550,-175.2979
E406,-152.3320,192.7950,-172.8163
A379,-145.5263,200.3000,-170.1243
A407,-120.8735,216.9390,-169.0189
A408,-111.2083,220.4160,-171.1434
A409,-101.4685,223.5610,-173.1041
A410,-91.1861,226.4570,-175.0499
A411,-80.7616,229.0690,-176.7629
A432,-74.2966,236.4990,-169.6718
A412,-70.2549,231.3860,-178.2278
A433,-64.1622,238.5360,-170.9512
A413,-60.0838,233.3130,-179.4304
A434,-53.9506,240.2850,-172.0251
A414,-49.7705,234.9130,-180.4967
A435,-43.5818,241.7240,-172.9469
A415,-39.3734,236.2350,-181.3369
A436,-33.1597,242.8660,-173.6572
A416,-28.9515,237.2750,-181.9420
A437,-22.7890,243.6830,-174.1821
A417,-18.5626,237.9740,-182.3842
A438,-12.3910,244.2080,-174.4976
A418,-6.2003,238.3690,-182.7081
A439,0.0000,244.4160,-174.6462
A419,6.2003,238.3690,-182.7081
A440,12.3910,244.2080,-174.4976
A420,18.5626,237.9740,-182.3842
A441,22.7890,243.6830,-174.1821
A421,28.9515,237.2750,-181.9420
A442,33.1597,242.8660,-173.6572
A422,39.3734,236.2350,-181.3369
A443,43.5818,241.7240,-172.9469
A423,49.7705,234.9130,-180.4967
A444,53.9506,240.2850,-172.0251
A424,60.0838,233.3130,-179.4304
A445,64.1622,238.5360,-170.9512
A425,70.2549,231.3860,-178.2278
A446,74.2966,236.4990,-169.6718
A426,80.7616,229.0690,-176.7629
A427,91.1861,226.4570,-175.0499
A428,101.4685,223.5610,-173.1041
A429,111.2083,220.4160,-171.1434
A430,120.8735,216.9390,-169.0189
B407,168.9690,181.9960,-169.0189
B408,175.2620,173.8780,-171.1434
B409,181.2632,165.5870,-173.1041
B410,187.1954,156.7030,-175.0499
B411,192.9009,147.5950,-176.7629
B432,201.9648,143.7430,-169.6718
B412,198.3508,138.3190,-178.2278
B433,207.0333,134.7340,-170.9512
B413,203.3267,129.2410,-179.4304
B434,211.8529,125.5630,-172.0251
B414,208.0354,119.9270,-180.4967
B435,216.4250,116.1460,-172.9469
B415,212.5055,110.4470,-181.3369
B436,220.7322,106.5870,-173.6572
B416,216.7148,100.8570,-181.9420
B437,224.7142,96.9760,-174.1821
B417,220.5905,91.1930,-182.3842
B438,228.4259,87.2490,-174.4976
B418,224.7858,79.5570,-182.7081
B439,232.4528,75.5290,-174.6462
B419,228.6178,67.7630,-182.7081
B440,236.0840,63.6800,-174.4976
B420,232.0628,55.8840,-182.3842
B441,238.7986,53.6290,-174.1821
B421,234.6078,45.7880,-181.9420
