   距离（米）   方位（度）  仰角（度）   时间（秒） 传感器标号
   38362.50      104.67        4.54      429.90       1
   38332.39       75.63        5.42      430.30       1
   37956.02      104.40        5.03      430.50       1
   38281.32       75.48        5.65      430.90       1
   37931.34      105.26        4.94      431.10       1
   37586.05       74.96        5.56      431.50       1
   37798.65      105.19        4.58      431.70       1
   37640.09       75.50        5.27      432.10       1
   37656.08      104.71        4.27      432.30       1
   37663.73       74.50        5.10      432.70       1
   37443.61      105.35        4.15      432.90       1
   37518.43       74.91        5.75      433.30       1
   37360.99      105.16        4.46      433.50       1
   37321.01       74.46        5.41      433.90       1
   37148.81      105.76        4.82      434.10       1
   37430.55       74.79        5.70      434.50       1
   36991.33      105.26        4.93      434.70       1
   36961.19       75.28        5.50      435.10       1
   36916.99      105.52        4.82      435.30       1
   36833.09       75.20        5.49      435.70       1
   36793.34      105.44        4.41      435.90       1
   36627.29       74.55        5.56      436.30       1
   36552.59      105.74        4.67      436.50       1
   36609.57       74.71        5.38      436.90       1
   36542.52      105.10        4.69      437.10       1
   36467.12       75.06        5.94      437.50       1
   36265.65      104.60        5.06      437.70       1
   36233.75       75.06        5.19      438.10       1
   36147.24      104.78        4.66      438.30       1
   36174.23       75.10        5.33      438.70       1
   36033.41      105.49        5.23      438.90       1
   36025.37       75.47        5.43      439.30       1
   35926.74      105.37        4.14      439.50       1
   35889.55       75.24        5.90      439.90       1
   35977.30      104.96        4.82      440.10       1
   35776.70       74.89        5.39      440.50       1
   35726.24      105.28        4.89      440.70       1
   35758.73       75.01        5.42      441.10       1
   35631.64      104.75        4.93      441.30       1
   35644.83       75.66        5.89      441.70       1
   35376.21      103.88        5.01      441.90       1
   35417.32       75.78        5.32      442.30       1
   35347.04      104.62        5.24      442.50       1
   35215.81       75.87        5.60      442.90       1
   35247.81      104.14        5.17      443.10       1
   35023.63       76.01        5.64      443.50       1
   35202.63      103.75        5.25      443.70       1
   35197.78       76.59        6.00      444.10       1
   35074.71      104.26        4.72      444.30       1
   35047.20       75.73        5.75      444.70       1
   35084.40      103.67        4.82      444.90       1
   34605.09       76.86        5.93      445.30       1
   34788.41      103.83        5.31      445.50       1
   34727.72       76.86        6.03      445.90       1
   34694.59      102.87        5.34      446.10       1
   34421.31       77.36        5.06      446.50       1
   34796.15      102.14        5.18      446.70       1
   34700.70       77.19        5.84      447.10       1
   34848.56      102.63        4.70      447.30       1
   34865.71       78.00        5.59      447.70       1
   34750.08      102.43        4.71      447.90       1
   34752.08       77.86        5.21      448.30       1
   34566.40      102.29        5.41      448.50       1
   34895.69       78.35        5.49      448.90       1
   34705.57      101.82        4.48      449.10       1
   34520.62       79.15        5.45      449.50       1
   34373.48      101.13        5.42      449.70       1
   34619.11       79.00        5.77      450.10       1
   34544.35      101.50        4.96      450.30       1
   34489.30       77.92        6.11      450.70       1
   34419.79      100.74        4.45      450.90       1
   34497.41       78.81        5.65      451.30       1
   34692.07      100.27        5.18      451.50       1
   34420.82       79.32        5.89      451.90       1
   34355.76      101.16        4.86      452.10       1
   34135.94       79.97        5.92      452.50       1
   34246.36      100.02        5.13      452.70       1
   34094.44       79.35        5.82      453.10       1
   34204.52       99.94        5.04      453.30       1
   34084.77       79.90        6.03      453.70       1
   34069.67      100.01        5.23      453.90       1
   34276.41       79.73        6.06      454.30       1
   33937.89       99.54        5.33      454.50       1
   34133.63       80.73        5.61      454.90       1
   33921.41       99.47        5.03      455.10       1
   33907.56       80.45        5.65      455.50       1
   33892.15       99.64        4.89      455.70       1
   33958.43       80.86        6.24      456.10       1
   33846.86       99.28        5.55      456.30       1
   33892.69       80.86        5.61      456.70       1
   33854.66       98.50        5.58      456.90       1
   33801.21       81.48        6.10      457.30       1
   33739.55       99.25        5.61      457.50       1
   33861.82       80.94        6.21      457.90       1
   33635.00       98.19        5.27      458.10       1
   33856.80       81.89        6.30      458.50       1
   33595.05       98.10        4.94      458.70       1
   33571.42       81.51        5.99      459.10       1
   33449.15       97.92        4.71      459.30       1
   33674.66       81.93        5.94      459.70       1
   33325.93       96.99        5.21      459.90       1
   33530.92       82.87        6.18      460.30       1
   33364.46       97.56        4.90      460.50       1
   33620.54       82.73        6.28      460.90       1
   33297.88       97.22        4.37      461.10       1
   33563.90       83.05        5.83      461.50       1
   33234.06       96.41        5.62      461.70       1
   33390.44       83.04        6.01      462.10       1
   33152.73       96.94        5.05      462.30       1
   33253.40       83.17        5.85      462.70       1
   33113.40       96.21        5.42      462.90       1
   33181.25       83.61        5.87      463.30       1
   33247.49       96.57        5.08      463.50       1
   33283.09       84.09        6.36      463.90       1
   33083.40       96.32        5.35      464.10       1
   32933.20       84.40        6.19      464.50       1
   32920.75       95.62        5.78      464.70       1
   33220.64       84.21        5.53      465.10       1
   33101.89       95.51        4.45      465.30       1
   32853.98       84.40        6.11      465.70       1
   33044.95       95.24        5.04      465.90       1
   33042.21       84.91        5.34      466.30       1
   33096.24       94.94        5.21      466.50       1
   33058.65       84.86        5.93      466.90       1
   32911.99       94.23        4.55      467.10       1
   33047.18       85.60        6.17      467.50       1
   32810.28       94.98        5.34      467.70       1
   32909.77       85.88        6.46      468.10       1
   32756.10       94.18        5.66      468.30       1
   32731.13       85.90        6.07      468.70       1
   32637.26       94.12        5.57      468.90       1
   32737.04       85.39        5.96      469.30       1
   32633.78       93.10        4.98      469.50       1
   32996.70       86.45        6.26      469.90       1
   32617.13       93.39        5.21      470.10       1
   32568.73       86.94        6.11      470.50       1
   32623.83       93.00        5.04      470.70       1
   32450.86       85.94        5.94      471.10       1
   32404.51       92.81        4.74      471.30       1
   32463.97       87.16        6.54      471.70       1
   32148.87       92.65        5.06      471.90       1
   32445.02       87.70        6.01      472.30       1
   32382.82       92.72        5.15      472.50       1
   32207.36       87.80        6.50      472.90       1
   32352.43       92.57        5.34      473.10       1
   32321.54       87.66        6.48      473.50       1
   32379.68       92.14        5.09      473.70       1
   32434.61       87.80        6.43      474.10       1
   32202.37       92.24        5.47      474.30       1
   32199.84       88.59        6.11      474.70       1
   32125.74       91.86        5.12      474.90       1
   32263.42       88.31        6.33      475.30       1
   32063.03       91.24        5.04      475.50       1
   32244.62       88.72        6.38      475.90       1
   31992.54       90.96        5.46      476.10       1
   32104.76       89.11        6.74      476.50       1
   32013.15       91.05        5.08      476.70       1
   32130.32       90.57        5.15      477.10       1
   32233.63       90.43        5.58      477.70       1
   32005.46       89.94        5.57      478.30       1
   31972.53       91.16        6.01      478.90       1
   31944.54       90.95        5.70      479.50       1
   31739.47       89.54        4.95      480.00       1
   31900.09       90.48        5.77      480.10       1
   31796.67       89.28        5.44      480.60       1
   31882.15       91.02        6.39      480.70       1
   31863.59       89.01        5.51      481.20       1
   31945.86       91.06        6.23      481.30       1
   31704.79       88.76        5.19      481.80       1
   31692.43       91.50        6.15      481.90       1
   31765.32       88.40        5.63      482.40       1
   31788.61       91.38        6.62      482.50       1
   31664.55       87.89        5.38      483.00       1
   31761.97       91.94        6.49      483.10       1
   31708.00       88.11        5.53      483.60       1
   31487.48       92.06        6.70      483.70       1
   31597.59       87.61        5.82      484.20       1
   31697.86       92.13        6.48      484.30       1
   31559.17       86.96        5.55      484.80       1
   31514.34       92.79        6.56      484.90       1
   31494.45       86.98        5.13      485.40       1
   31531.71       92.58        5.96      485.50       1
   31389.61       86.55        5.67      486.00       1
   31330.57       93.39        6.31      486.10       1
   31234.25       86.22        5.24      486.60       1
   31405.41       93.47        6.44      486.70       1
   31430.27       85.74        5.63      487.20       1
   31411.18       94.30        6.44      487.30       1
   31435.28       86.00        5.03      487.80       1
   31228.76       93.72        6.52      487.90       1
   31292.94       85.58        5.27      488.40       1
   31278.71       94.35        6.64      488.50       1
   31381.27       86.00        5.54      489.00       1
   31274.37       94.86        6.27      489.10       1
   31290.92       85.45        5.08      489.60       1
   31291.29       94.83        6.48      489.70       1
   31224.12       84.49        5.96      490.20       1
   31462.75       94.91        5.99      490.30       1
   31080.78       84.22        5.32      490.80       1
   31138.50       95.46        6.47      490.90       1
   31112.96       84.19        5.27      491.40       1
   31001.87       96.14        6.13      491.50       1
   31145.50       84.00        5.85      492.00       1
   31065.95       96.35        6.48      492.10       1
   31157.85       83.62        5.47      492.60       1
   31189.33       96.44        6.38      492.70       1
   31048.25       83.51        5.45      493.20       1
   31128.72       96.37        6.45      493.30       1
   30867.90       84.10        5.60      493.80       1
   31292.62       96.87        6.39      493.90       1
   31058.22       83.39        5.64      494.40       1
   30964.98       96.96        6.10      494.50       1
   30915.48       82.39        6.03      495.00       1
   30914.14       97.81        6.59      495.10       1
   31057.57       82.07        5.93      495.60       1
   31015.14       97.88        6.75      495.70       1
   30769.84       81.57        5.50      496.20       1
   30933.68       97.99        7.10      496.30       1
   30728.66       82.18        5.47      496.80       1
   30974.59       98.78        6.82      496.90       1
   30834.71       81.04        5.24      497.40       1
   30900.99       98.03        6.28      497.50       1
   31064.85       81.28        5.79      498.00       1
   30936.55       99.63        6.45      498.10       1
   30725.91       80.81        5.67      498.60       1
   30768.29       99.02        6.58      498.70       1
   30744.04       80.60        5.95      499.20       1
   30868.55       99.45        6.65      499.30       1
   30603.67       80.50        5.66      499.80       1
   31003.32       99.46        6.28      499.90       1
   30782.33       79.59        5.35      500.40       1
   30776.78       99.77        6.40      500.50       1
   30679.54       79.58        5.93      501.00       1
   31023.36      100.05        6.80      501.10       1
   30709.16       79.16        5.79      501.60       1
   30923.24      100.31        6.23      501.70       1
   30578.49       79.50        5.70      502.20       1
   30697.22      100.17        6.61      502.30       1
   30772.51       79.30        5.40      502.80       1
   30834.53      101.42        6.71      502.90       1
   30693.52       78.74        5.52      503.40       1
   30696.58      101.38        6.47      503.50       1
   30590.21       78.55        5.50      504.00       1
   30750.49      101.52        6.28      504.10       1
   30849.40       78.75        5.67      504.60       1
   30624.25      102.13        6.07      504.70       1
   30553.79       77.77        5.79      505.20       1
   30658.54      101.80        6.24      505.30       1
   30518.62       77.92        5.93      505.80       1
   30536.32      102.18        6.75      505.90       1
   30722.06       77.10        5.80      506.40       1
   30555.38      102.92        6.75      506.50       1
   30500.75       77.24        5.12      507.00       1
   30609.23      103.00        6.90      507.10       1
   30615.53       77.38        5.89      507.60       1
   30593.07      102.86        6.76      507.70       1
   30602.78       77.08        6.17      508.20       1
   30511.75      103.60        6.51      508.30       1
   30620.05       76.21        6.25      508.80       1
   30644.67      103.64        6.32      508.90       1
   30587.44       75.75        5.33      509.40       1
   30504.24      104.28        6.82      509.50       1
   30566.74       75.83        5.46      510.00       1
   30487.68      103.99        6.92      510.10       1
   30448.00       75.30        5.87      510.60       1
   30497.47      104.72        6.62      510.70       1
   30726.18       75.11        6.16      511.20       1
   30286.25      105.19        6.37      511.30       1
   30220.07       74.37        6.12      511.80       1
   30401.08      105.70        6.54      511.90       1
   30245.42       74.35        5.72      512.40       1
   30589.72      106.06        6.64      512.50       1
   30531.06       74.21        5.55      513.00       1
   30453.23      105.86        6.31      513.10       1
   30392.16       74.21        5.46      513.60       1
   30552.70      105.65        6.55      513.70       1
   30226.93       73.54        5.21      514.20       1
   30454.40      106.59        6.72      514.30       1
   30333.85       73.44        5.63      514.80       1
   30551.07      106.43        6.95      514.90       1
   30402.27       73.39        5.78      515.40       1
   30382.96      107.08        7.27      515.50       1
   30474.00       73.31        5.97      516.00       1
   30421.71      106.40        6.53      516.10       1
   30424.50       72.60        5.25      516.60       1
   30319.17      106.85        6.65      516.70       1
   30181.27       72.42        5.65      517.20       1
   30284.36      107.56        6.12      517.30       1
   30052.59       71.67        5.74      517.80       1
   30337.79      108.17        7.29      517.90       1
   30222.23       71.65        6.06      518.40       1
   30125.82      107.94        6.79      518.50       1
   29995.26       71.93        5.36      519.00       1
   30247.46      108.41        6.51      519.10       1
   29816.55       71.21        5.64      519.60       1
   29912.94      108.76        6.62      519.70       1
   29886.95       70.53        5.91      520.20       1
   29840.49      110.00        6.83      520.30       1
   29859.86       70.42        5.34      520.80       1
   29876.92      109.60        6.23      520.90       1
   29760.01       70.45        5.17      521.40       1
   29941.86      109.56        6.27      521.50       1
   29658.10       70.97        5.86      522.00       1
   29819.86      109.20        6.82      522.10       1
   29482.44       70.41        6.16      522.60       1
   29534.34      109.90        6.79      522.70       1
   29397.69       69.90        6.09      523.20       1
   29504.11      109.99        6.77      523.30       1
   29255.14       69.41        5.55      523.80       1
   29333.38      110.68        7.28      523.90       1
   29335.62       69.41        5.99      524.40       1
   29351.59      110.55        6.65      524.50       1
   29099.40       69.56        6.00      525.00       1
   29001.92      110.33        6.71      525.10       1
   28785.11       69.18        5.99      525.60       1
   29004.16      111.30        6.97      525.70       1
   28873.90       68.99        6.24      526.20       1
   28929.00      111.21        7.22      526.30       1
   28501.07       69.15        6.25      526.80       1
   28630.79      110.89        7.01      526.90       1
   28613.04       68.64        5.72      527.40       1
   28489.85      110.71        7.06      527.50       1
   28401.10       68.56        6.24      528.00       1
   28525.59      110.95        7.10      528.10       1
   28353.96       69.41        6.30      528.60       1
   28314.69      111.37        6.73      528.70       1
   28070.89       68.65        6.56      529.20       1
   28098.41      110.83        7.19      529.30       1
   28016.31       68.80        6.20      529.80       1
   27852.02      111.19        7.23      529.90       1
   27851.20       68.53        6.39      530.40       1
   27654.32      110.96        7.48      530.50       1
   27557.96       68.12        5.98      531.00       1
   27738.20      110.93        7.06      531.10       1
   27624.51       68.99        6.35      531.60       1
   27672.94      112.09        7.66      531.70       1
   27286.53       68.70        6.74      532.20       1
   27320.69      111.53        6.54      532.30       1
   27187.86       67.99        6.26      532.80       1
   27314.30      111.22        7.37      532.90       1
   26989.45       68.81        6.19      533.40       1
   26964.98      112.02        7.33      533.50       1
   26930.89       68.32        6.14      534.00       1
   27027.93      111.38        7.40      534.10       1
   26676.01       68.75        5.86      534.60       1
   26774.45      111.60        7.62      534.70       1
   26607.72       68.87        6.41      535.20       1
   26598.94      111.06        7.58      535.30       1
   26343.68       68.64        6.62      535.80       1
   26648.01      111.19        7.43      535.90       1
   26456.51       69.27        6.68      536.40       1
   26387.28      111.15        7.08      536.50       1
   26327.26       69.09        6.96      537.00       1
   26326.73      110.78        7.61      537.10       1
   26152.87       69.36        6.90      537.60       1
   26303.98      110.75        7.45      537.70       1
   25968.55       69.36        6.51      538.20       1
   26116.08      109.41        7.52      538.30       1
   25877.78       69.38        6.91      538.80       1
   25965.76      110.68        7.91      538.90       1
   25865.30       69.57        6.93      539.40       1
   25779.74      110.37        8.29      539.50       1
   25555.35       70.23        7.26      540.00       1
   25704.89      109.74        7.82      540.10       1
   25633.91       70.26        6.98      540.60       1
   25428.56      109.86        7.98      540.70       1
   25461.38       70.32        6.89      541.20       1
   25583.47      109.14        8.18      541.30       1
   25365.93       71.33        6.42      541.80       1
   25465.01      108.70        7.71      541.90       1
   25205.54       70.95        6.56      542.40       1
   25360.67      108.65        7.63      542.50       1
   25166.65       71.88        6.81      543.00       1
   25229.30      108.26        8.10      543.10       1
   25088.76       71.88        7.68      543.60       1
   25276.62      107.90        7.94      543.70       1
   25031.47       72.69        6.74      544.20       1
   25051.48      107.74        8.22      544.30       1
   25190.61       72.50        6.60      544.80       1
   24994.01      107.24        7.46      544.90       1
   24863.37       73.08        6.66      545.40       1
   24908.50      106.86        7.98      545.50       1
   25053.39       73.25        7.24      546.00       1
   24948.97      106.97        8.28      546.10       1
   24760.24       73.06        7.11      546.60       1
   25066.11      106.97        8.18      546.70       1
   24864.37       73.83        6.53      547.20       1
   25023.00      105.86        8.05      547.30       1
   25124.07       74.49        6.67      547.80       1
   25048.87      105.56        8.09      547.90       1
   25125.43       74.56        6.77      548.40       1
   25142.42      104.97        7.62      548.50       1
   25025.60       75.12        7.32      549.00       1
   25208.26      104.68        8.03      549.10       1
   25224.76       75.37        6.64      549.60       1
   25159.47      104.87        7.86      549.70       1
   25042.28       75.84        7.04      550.20       1
   25066.26      104.69        7.71      550.30       1
   25057.74       76.27        6.75      550.80       1
   24881.32      104.13        8.24      550.90       1
   24960.87       76.63        6.70      551.40       1
   25233.02      103.68        7.99      551.50       1
   25132.18       77.09        7.19      552.00       1
   24898.65      103.23        7.90      552.10       1
   24982.26       77.21        7.51      552.60       1
   25136.18      102.78        8.30      552.70       1
   25052.22       77.55        6.92      553.20       1
   24854.19      102.50        8.07      553.30       1
   25055.22       77.50        7.22      553.80       1
   24953.55      102.22        8.02      553.90       1
   24871.60       78.58        6.91      554.40       1
   25154.07      101.98        8.35      554.50       1
   24715.40       78.40        6.88      555.00       1
   25099.21      101.52        8.19      555.10       1
   24853.70       78.52        7.32      555.60       1
   24996.70      101.03        8.01      555.70       1
   25103.54       79.23        7.10      556.20       1
   24982.60      100.74        8.55      556.30       1
   25065.10       79.74        6.79      556.80       1
   24823.01      100.51        8.12      556.90       1
   25008.08       79.63        6.85      557.40       1
   25029.41      100.19        7.78      557.50       1
   24960.22       80.03        7.14      558.00       1
   25104.04       99.63        7.85      558.10       1
   24967.45       80.20        6.52      558.60       1
   24803.37       99.27        8.32      558.70       1
   24957.10       80.65        7.26      559.20       1
   24957.64       98.75        7.90      559.30       1
   24882.85       80.66        6.44      559.80       1
   24774.87       98.59        8.33      559.90       1
   24660.60       81.43        7.17      560.40       1
   24871.39       98.30        7.96      560.50       1
   24698.24       81.59        6.57      561.00       1
   24791.05       97.68        8.61      561.10       1
   24661.71       81.86        7.40      561.60       1
   24750.63       97.77        8.22      561.70       1
   24699.15       82.76        6.87      562.20       1
   24782.90       96.91        7.96      562.30       1
   24700.18       83.26        6.89      562.80       1
   24932.24       97.26        7.76      562.90       1
   24802.48       83.27        7.03      563.40       1
   24681.13       96.75        7.84      563.50       1
   24543.90       83.35        7.19      564.00       1
   24906.92       96.42        8.12      564.10       1
   24764.65       83.84        6.47      564.60       1
   24955.07       95.84        8.33      564.70       1
   24712.84       84.05        6.40      565.20       1
   24667.26       96.12        8.49      565.30       1
   24850.61       85.21        7.23      565.80       1
   24685.12       95.43        8.55      565.90       1
   24547.12       84.93        7.24      566.40       1
   24693.68       95.06        8.30      566.50       1
   24543.88       84.90        7.14      567.00       1
   24573.63       94.38        8.22      567.10       1
   24537.07       85.65        6.57      567.60       1
   24646.08       93.94        8.07      567.70       1
   24251.84       86.12        6.89      568.20       1
   24493.24       94.00        8.14      568.30       1
   24466.12       86.48        7.12      568.80       1
   24530.94       93.31        8.25      568.90       1
   24679.29       86.44        6.60      569.40       1
   24446.62       92.43        8.65      569.50       1
   24586.96       86.70        6.94      570.00       1
   24625.89       92.82        8.08      570.10       1
   24437.43       87.71        7.30      570.60       1
   24414.06       92.04        8.06      570.70       1
   24504.61       87.80        6.52      571.20       1
   24329.11       91.93        8.08      571.30       1
   24344.44       88.83        6.83      571.80       1
   24408.85       91.47        8.48      571.90       1
   24429.21       88.08        6.88      572.40       1
   24483.81       91.36        8.29      572.50       1
   24226.55       88.98        7.19      573.00       1
   24193.50       92.24        8.44      573.10       1
   24364.45       89.25        7.17      573.60       1
   24235.49       90.47        7.95      573.70       1
   24490.59       90.82        9.07      574.30       1
   24361.75       91.14        8.55      574.90       1
   24362.47       89.44        8.35      575.50       1
   24286.24       89.28        8.51      576.10       1
   24187.62       90.81        7.49      576.10       1
   24136.96       88.50        7.86      576.70       1
   24082.93       91.17        7.18      576.70       1
   24130.88       88.63        7.65      577.30       1
   24158.48       91.52        6.85      577.30       1
   24149.73       88.14        8.34      577.90       1
   24245.26       91.52        6.69      577.90       1
   24225.63       88.08        8.60      578.50       1
   24403.85       92.19        7.17      578.50       1
   23998.07       87.21        8.56      579.10       1
   23985.59       92.39        7.10      579.10       1
   23929.60       87.17        8.30      579.70       1
   23972.40       92.68        7.69      579.70       1
   23955.95       86.79        7.99      580.30       1
   23806.63       93.01        7.33      580.30       1
   23870.81       86.29        8.64      580.90       1
   23997.92       93.87        6.90      580.90       1
   23881.02       86.21        8.56      581.50       1
   23982.08       93.66        7.31      581.50       1
   23986.25       85.65        8.63      582.10       1
   23861.50       94.15        6.49      582.10       1
   23935.52       85.14        8.33      582.70       1
   23790.82       94.33        7.10      582.70       1
   23885.14       85.02        8.57      583.30       1
   23852.23       94.65        7.76      583.30       1
   23871.80       84.77        7.84      583.90       1
   23703.00       95.34        7.28      583.90       1
   23838.21       84.43        8.38      584.50       1
   23713.57       95.47        6.95      584.50       1
   23857.86       83.62        8.63      585.10       1
   23715.26       95.95        7.78      585.10       1
   23809.36       83.87        8.15      585.70       1
   23507.35       96.36        6.55      585.70       1
   23746.38       83.00        8.41      586.30       1
   23544.98       96.31        6.90      586.30       1
   23537.90       83.20        8.57      586.90       1
   23645.52       97.18        7.21      586.90       1
   23440.18       83.18        8.41      587.50       1
   23553.37       96.81        8.06      587.50       1
   23822.71       82.41        8.08      588.10       1
   23333.71       98.12        7.05      588.10       1
   23605.77       81.29        8.50      588.70       1
   23484.50       98.32        6.97      588.70       1
   23321.86       81.67        8.71      589.30       1
   23570.19       98.46        7.54      589.30       1
   23544.48       81.03        8.55      589.90       1
   23367.57       98.73        7.33      589.90       1
   23385.23       80.61        8.83      590.50       1
   23416.71       98.71        7.66      590.50       1
   23381.60       80.13        8.74      591.10       1
   23206.92       99.29        7.95      591.10       1
   23349.62       80.44        9.28      591.70       1
   23212.55       99.49        7.29      591.70       1
   23419.83       80.05        8.42      592.30       1
   23257.04      100.10        7.47      592.30       1
   23308.19       79.47        8.97      592.90       1
   23191.68      100.67        7.68      592.90       1
   23207.90       78.89        8.69      593.50       1
   23192.16      100.65        6.93      593.50       1
   23245.26       78.94        9.00      594.10       1
   23109.70      101.10        7.48      594.10       1
   23210.09       78.60        8.36      594.70       1
   23059.74      101.77        6.85      594.70       1
   23127.25       77.76        8.82      595.30       1
   23044.66      102.35        7.21      595.30       1
   22871.44       77.59        8.14      595.90       1
   23211.89      102.56        7.61      595.90       1
   23118.22       76.95        8.55      596.50       1
   22813.62      102.73        7.96      596.50       1
   23069.93       76.66        9.04      597.10       1
   22990.69      103.28        8.02      597.10       1
   22895.80       76.12        8.81      597.70       1
   22839.24      103.30        7.31      597.70       1
   23071.82       75.92        8.90      598.30       1
   22819.01      104.01        7.73      598.30       1
   22695.56       75.88        9.11      598.90       1
   22779.05      103.88        7.36      598.90       1
   22741.26       75.21        8.72      599.50       1
   22615.32      104.23        7.73      599.50       1
   22624.69       74.92        8.95      600.10       1
   22663.22      105.68        8.00      600.10       1
   22610.68       74.95        9.01      600.70       1
   22662.17      105.18        7.60      600.70       1
   22688.67       74.21        8.48      601.30       1
   22624.05      105.80        7.71      601.30       1
   22598.60       73.95        9.26      601.90       1
   22547.02      106.63        7.54      601.90       1
   22650.78       73.87        8.82      602.50       1
   22341.25      106.26        8.06      602.50       1
   22500.52       73.45        9.00      603.10       1
   22357.22      107.35        7.51      603.10       1
   22341.40       72.86        9.19      603.70       1
   22421.84      107.30        7.66      603.70       1
   22522.16       72.27        9.33      604.30       1
   22137.84      107.21        7.54      604.30       1
   22419.99       72.00        8.59      604.90       1
   22308.17      108.49        8.15      604.90       1
   22483.99       72.65        9.38      605.50       1
   22079.02      108.70        7.48      605.50       1
   22152.26       71.60        9.17      606.10       1
   22243.56      108.89        7.97      606.10       1
   22192.66       71.21        9.01      606.70       1
   21730.46      108.75        7.38      606.70       1
   22253.18       70.27        9.39      607.30       1
   22102.82      108.89        7.60      607.30       1
   22146.12       70.95        9.95      607.90       1
   21965.06      109.84        7.91      607.90       1
   22088.30       70.49        8.97      608.50       1
   22028.10      110.57        7.87      608.50       1
   22116.21       69.76        9.56      609.10       1
   21977.18      110.52        7.84      609.10       1
   21981.13       69.87        9.12      609.70       1
   21872.47      110.77        7.44      609.70       1
   21855.71       68.59        8.72      610.30       1
   21747.14      111.73        7.77      610.30       1
   21711.36       68.95        9.61      610.90       1
   21665.50      110.99        8.05      610.90       1
   21492.54       68.85        9.58      611.50       1
   21319.60      112.40        8.23      611.50       1
   21539.40       67.78        9.13      612.10       1
   21493.29      111.88        7.91      612.10       1
   21610.34       67.46        9.39      612.70       1
   21445.71      112.57        7.94      612.70       1
   21427.25       67.01        8.93      613.30       1
   21197.03      112.78        8.01      613.30       1
   21253.57       66.42        9.29      613.90       1
   21187.38      113.09        7.61      613.90       1
   21270.43       66.44        9.01      614.50       1
   21183.97      113.53        7.83      614.50       1
   21173.79       65.81        9.31      615.10       1
   21142.93      113.99        7.67      615.10       1
   20996.87       65.67        9.81      615.70       1
   21076.28      113.44        8.48      615.70       1
   20847.88       65.85        9.28      616.30       1
   20927.73      114.28        8.16      616.30       1
   20660.24       65.07        9.25      616.90       1
   20612.18      114.79        8.26      616.90       1
   20784.22       65.10        9.53      617.50       1
   20638.83      115.50        8.26      617.50       1
   20573.71       64.58       10.08      618.10       1
   20526.00      114.64        7.96      618.10       1
   20529.61       64.40        9.76      618.70       1
   20383.80      115.75        8.58      618.70       1
   20207.48       64.09        9.82      619.30       1
   20140.96      116.19        8.43      619.30       1
   20361.02       64.34        9.47      619.90       1
   20081.15      115.91        8.10      619.90       1
   20225.88       63.50       10.20      620.50       1
   20152.93      115.59        9.03      620.50       1
   20155.52       63.94       10.29      621.10       1
   19846.11      116.10        8.51      621.10       1
   19824.14       63.23       10.35      621.70       1
   19582.74      116.31        8.96      621.70       1
   19979.05       63.74       10.36      622.30       1
   19571.96      116.31        8.89      622.30       1
   19464.74       63.29       10.45      622.90       1
   19379.26      116.61        8.97      622.90       1
   19290.65       63.35       10.02      623.50       1
   19245.35      116.88        8.70      623.50       1
   19282.21       63.15        9.83      624.10       1
   19104.90      116.65        9.17      624.10       1
   19309.36       62.88       10.84      624.70       1
   19038.07      116.55        9.51      624.70       1
   18821.29       63.17       10.16      625.30       1
   18900.62      116.71        8.90      625.30       1
   18789.13       63.35       10.57      625.90       1
   18744.87      116.05        9.50      625.90       1
   18715.44       63.25       10.92      626.50       1
   18519.56      116.63        9.32      626.50       1
   18487.08       63.71       11.03      627.10       1
   18356.75      116.38        9.71      627.10       1
   18465.61       63.78       10.73      627.70       1
   18325.81      116.58        9.15      627.70       1
   18293.24       64.01       11.45      628.30       1
   18166.50      115.60        9.44      628.30       1
   18179.31       64.03       11.28      628.90       1
   18071.56      115.83        9.58      628.90       1
   18003.24       64.24       10.88      629.50       1
   17909.67      115.25        9.57      629.50       1
   17888.87       64.63       10.92      630.10       1
   17623.11      115.02        9.83      630.10       1
   17698.71       64.98       11.56      630.70       1
   17528.16      114.46       10.55      630.70       1
   17500.83       65.80       11.72      631.30       1
   17756.02      114.56        9.80      631.30       1
   17579.38       65.92       11.57      631.90       1
   17583.54      114.69       10.30      631.90       1
   17475.89       66.18       11.07      632.50       1
   17509.74      113.73       10.01      632.50       1
   17278.30       66.61       11.84      633.10       1
   17103.41      113.24        9.96      633.10       1
   17279.69       66.99       11.71      633.70       1
   17084.81      112.84       10.53      633.70       1
   17669.47       68.04       11.90      634.30       1
   17503.49      112.28        9.61      634.30       1
   17425.16       68.19       11.70      634.90       1
   17244.40      111.43        9.87      634.90       1
   17437.28       69.07       11.51      635.50       1
   17274.75      111.12       10.01      635.50       1
   17133.38       68.59       11.43      636.10       1
   17288.49      110.70        9.54      636.10       1
   17262.58       70.10       11.11      636.70       1
   17108.20      109.75        9.97      636.70       1
   17109.47       70.17       11.76      637.30       1
   16973.56      109.92       10.02      637.30       1
   17206.54       69.94       12.09      637.90       1
   16999.70      109.39        9.96      637.90       1
   17149.03       70.50       11.75      638.50       1
   16985.98      109.18       10.33      638.50       1
   16960.63       71.43       12.12      639.10       1
   16766.15      107.95       10.39      639.10       1
   16822.44       72.30       11.72      639.70       1
   16887.05      107.98       10.23      639.70       1
   16779.86       72.15       12.72      640.30       1
   16738.74      107.86       10.88      640.30       1
   16817.36       72.58       12.43      640.90       1
   16655.46      107.02       10.55      640.90       1
   16750.85       73.49       11.45      641.50       1
