    距离（m）       方位(度)        俯仰（度）         时间（s）   传感器标号 
  2.2773828e+004  2.8214074e+002  1.7058214e-001  3.7353400e+004         3
  2.2753168e+004  2.8191031e+002  1.1093873e+000  3.7354400e+004         3
  2.2685181e+004  2.8222335e+002  1.6640954e+000  3.7355400e+004         3
  2.2502584e+004  2.8098442e+002  1.2145750e+000  3.7356400e+004         3
  2.2369197e+004  2.8186012e+002  1.5246194e+000  3.7357400e+004         3
  2.2258981e+004  2.8064423e+002  1.4368464e+000  3.7358400e+004         3
  2.1948346e+004  2.8186587e+002  1.1019792e+000  3.7360400e+004         3
  2.2028272e+004  2.8045715e+002  9.2589534e-001  3.7361400e+004         3
  2.1868322e+004  2.8156842e+002  1.1796201e+000  3.7362400e+004         3
  2.1820353e+004  2.8090372e+002  9.3183374e-001  3.7363400e+004         3
  2.1657834e+004  2.8093856e+002  1.3403546e+000  3.7364400e+004         3
  2.1481235e+004  2.8026791e+002  2.0745843e+000  3.7365400e+004         3
  2.1403312e+004  2.8018754e+002  1.6444138e+000  3.7366400e+004         3
  2.1310115e+004  2.8100476e+002  1.5351860e+000  3.7367400e+004         3
  2.1069021e+004  2.8054321e+002  1.6892322e+000  3.7368400e+004         3
  2.1143010e+004  2.8138758e+002  1.8395298e+000  3.7369400e+004         3
