自行车序号: 1,出发区域: 8
出发时间：425.41,到达时间：429.65,到达区域: 7
出发时间：439.22,到达时间：454.05,到达区域: 3
出发时间：532.55,到达时间：537.10,到达区域: 2
出发时间：557.38,到达时间：564.52,到达区域: 4
出发时间：591.62,到达时间：602.98,到达区域: 7
出发时间：626.32,到达时间：639.81,到达区域: 5
出发时间：681.37,到达时间：691.31,到达区域: 6
出发时间：759.18,到达时间：764.38,到达区域: 9
出发时间：839.97,到达时间：854.79,到达区域: 5
出发时间：884.54,到达时间：895.72,到达区域: 7
自行车序号:595,出发区域: 8
出发时间：370.03,到达时间：374.83,到达区域: 7
出发时间：382.39,到达时间：386.83,到达区域: 8
出发时间：428.32,到达时间：437.02,到达区域: 2
出发时间：452.01,到达时间：458.69,到达区域: 4
出发时间：486.57,到达时间：498.94,到达区域: 7
出发时间：509.00,到达时间：522.45,到达区域:10
出发时间：564.65,到达时间：579.48,到达区域: 7
出发时间：609.08,到达时间：619.41,到达区域: 2
自行车序号:596,出发区域: 4
出发时间：440.60,到达时间：444.91,到达区域: 8
出发时间：527.66,到达时间：540.95,到达区域: 9
出发时间：573.28,到达时间：579.00,到达区域: 6
出发时间：591.51,到达时间：597.57,到达区域: 7
出发时间：666.18,到达时间：670.54,到达区域: 8
出发时间：743.25,到达时间：755.24,到达区域: 9
出发时间：852.31,到达时间：859.67,到达区域: 4
出发时间：888.09,到达时间：894.64,到达区域: 6
出发时间：905.66,到达时间：912.11,到达区域: 7
出发时间：960.33,到达时间：970.59,到达区域: 1
出发时间：978.13,到达时间：987.74,到达区域: 6
出发时间：1037.96,到达时间：1043.88,到达区域: 3
出发时间：1129.71,到达时间：1136.71,到达区域:10
出发时间：1149.98,到达时间：1160.92,到达区域: 2
出发时间：1242.16,到达时间：1252.59,到达区域: 7
出发时间：1327.64,到达时间：1340.31,到达区域: 4
自行车序号:597,出发区域: 7
出发时间：368.75,到达时间：372.75,到达区域: 8
出发时间：420.25,到达时间：433.89,到达区域: 9
出发时间：452.13,到达时间：459.06,到达区域: 4
出发时间：543.38,到达时间：547.43,到达区域: 5
出发时间：555.75,到达时间：559.51,到达区域: 4
出发时间：581.27,到达时间：585.92,到达区域: 8
出发时间：630.61,到达时间：642.49,到达区域: 5
自行车序号:598,出发区域: 7
出发时间：418.14,到达时间：423.61,到达区域: 6
出发时间：497.85,到达时间：503.75,到达区域: 7
出发时间：553.30,到达时间：565.17,到达区域: 1
出发时间：621.43,到达时间：631.87,到达区域: 4
出发时间：714.21,到达时间：720.67,到达区域: 6
出发时间：812.19,到达时间：822.35,到达区域: 5
出发时间：867.60,到达时间：875.46,到达区域: 1
自行车序号:599,出发区域: 7
出发时间：431.10,到达时间：442.13,到达区域: 1
出发时间：493.34,到达时间：507.50,到达区域: 3
出发时间：595.45,到达时间：601.23,到达区域: 6
出发时间：657.35,到达时间：669.28,到达区域: 2
出发时间：678.66,到达时间：692.38,到达区域: 6
出发时间：708.33,到达时间：719.76,到达区域: 2
出发时间：802.23,到达时间：815.74,到达区域: 5
出发时间：899.89,到达时间：908.15,到达区域: 3
出发时间：962.51,到达时间：968.03,到达区域: 6
出发时间：1008.30,到达时间：1014.90,到达区域: 7
出发时间：1103.39,到达时间：1107.53,到达区域: 8
出发时间：1189.28,到达时间：1198.54,到达区域: 2
出发时间：1226.52,到达时间：1231.20,到达区域: 3
出发时间：1330.53,到达时间：1343.43,到达区域: 4
出发时间：1368.28,到达时间：1378.40,到达区域: 1
自行车序号:600,出发区域: 3
出发时间：391.16,到达时间：406.53,到达区域: 1
出发时间：439.63,到达时间：449.37,到达区域: 2
出发时间：517.57,到达时间：527.36,到达区域: 1
出发时间：538.45,到达时间：549.19,到达区域: 8
出发时间：569.80,到达时间：573.46,到达区域: 3
出发时间：624.36,到达时间：638.84,到达区域: 4
出发时间：706.57,到达时间：717.92,到达区域:10
出发时间：764.63,到达时间：768.27,到达区域: 8
自行车序号:601,出发区域: 8
出发时间：390.63,到达时间：402.85,到达区域: 9
出发时间：414.77,到达时间：429.61,到达区域: 5
出发时间：456.24,到达时间：464.82,到达区域: 3
出发时间：485.18,到达时间：498.77,到达区域: 4
出发时间：504.51,到达时间：508.66,到达区域: 5
出发时间：541.80,到达时间：551.95,到达区域: 6
出发时间：616.45,到达时间：627.98,到达区域: 2
自行车序号:602,出发区域:10
出发时间：451.07,到达时间：455.72,到达区域: 9
出发时间：554.48,到达时间：566.27,到达区域: 8
出发时间：615.17,到达时间：628.47,到达区域: 9
出发时间：681.73,到达时间：693.46,到达区域: 1
出发时间：701.96,到达时间：712.07,到达区域: 2
自行车序号:603,出发区域: 3
出发时间：365.89,到达时间：371.72,到达区域: 6
出发时间：428.42,到达时间：434.46,到达区域: 7
出发时间：474.99,到达时间：488.81,到达区域:10
出发时间：574.05,到达时间：578.79,到达区域: 9
出发时间：650.57,到达时间：656.79,到达区域: 4
出发时间：749.69,到达时间：756.15,到达区域: 6
出发时间：815.47,到达时间：820.91,到达区域: 9
出发时间：905.50,到达时间：919.52,到达区域: 3
出发时间：989.72,到达时间：994.53,到达区域: 2
自行车序号:604,出发区域: 9
出发时间：455.34,到达时间：458.63,到达区域: 2
出发时间：525.39,到达时间：536.29,到达区域: 7
出发时间：603.95,到达时间：617.24,到达区域: 5
出发时间：693.40,到达时间：705.86,到达区域:10
出发时间：735.02,到达时间：742.26,到达区域: 3
自行车序号:605,出发区域: 4
出发时间：412.59,到达时间：424.70,到达区域: 3
出发时间：495.34,到达时间：507.97,到达区域: 7
出发时间：594.61,到达时间：605.81,到达区域: 5
出发时间：686.14,到达时间：690.25,到达区域: 4
出发时间：756.73,到达时间：760.91,到达区域: 5
出发时间：775.99,到达时间：789.63,到达区域: 9
出发时间：798.66,到达时间：813.36,到达区域: 3
出发时间：840.13,到达时间：852.81,到达区域: 7
出发时间：939.31,到达时间：952.23,到达区域: 3
出发时间：1011.54,到达时间：1024.06,到达区域: 4
出发时间：1065.36,到达时间：1069.21,到达区域: 5
出发时间：1123.51,到达时间：1131.27,到达区域: 1
自行车序号:606,出发区域: 7
出发时间：447.40,到达时间：458.74,到达区域: 5
出发时间：492.87,到达时间：508.87,到达区域: 9
出发时间：513.90,到达时间：520.75,到达区域: 4
出发时间：603.89,到达时间：617.97,到达区域: 3
出发时间：638.05,到达时间：643.49,到达区域: 6
自行车序号:607,出发区域: 1
出发时间：394.62,到达时间：406.31,到达区域: 7
出发时间：424.75,到达时间：438.64,到达区域: 9
出发时间：461.34,到达时间：474.08,到达区域: 8
出发时间：492.67,到达时间：501.01,到达区域: 2
出发时间：557.30,到达时间：567.00,到达区域: 1
出发时间：653.44,到达时间：663.64,到达区域: 2
出发时间：730.87,到达时间：743.04,到达区域: 6
出发时间：759.30,到达时间：766.61,到达区域: 4
出发时间：860.01,到达时间：864.46,到达区域: 5
出发时间：902.42,到达时间：912.14,到达区域: 3
出发时间：943.35,到达时间：957.22,到达区域: 9
自行车序号:608,出发区域: 1
出发时间：428.82,到达时间：439.22,到达区域: 4
出发时间：447.58,到达时间：454.76,到达区域: 9
出发时间：488.09,到达时间：501.81,到达区域: 3
出发时间：525.10,到达时间：537.70,到达区域: 7
出发时间：595.44,到达时间：601.61,到达区域: 6
出发时间：637.58,到达时间：643.47,到达区域: 7
出发时间：737.12,到达时间：748.27,到达区域: 1
出发时间：830.23,到达时间：838.58,到达区域: 5
出发时间：921.34,到达时间：931.90,到达区域: 8
出发时间：964.83,到达时间：969.43,到达区域: 4
出发时间：1034.50,到达时间：1047.20,到达区域: 7
出发时间：1063.01,到达时间：1074.31,到达区域: 5
出发时间：1172.50,到达时间：1176.66,到达区域: 4
出发时间：1227.16,到达时间：1237.24,到达区域: 1
出发时间：1251.13,到达时间：1265.20,到达区域: 3
出发时间：1354.98,到达时间：1368.88,到达区域: 1
自行车序号:609,出发区域: 8
出发时间：400.36,到达时间：410.67,到达区域: 5
出发时间：433.57,到达时间：441.88,到达区域: 3
出发时间：491.42,到达时间：499.62,到达区域: 5
出发时间：588.68,到达时间：600.64,到达区域: 8
出发时间：633.85,到达时间：638.67,到达区域: 7
出发时间：731.96,到达时间：736.06,到达区域: 8
出发时间：754.82,到达时间：758.84,到达区域:10
出发时间：774.06,到达时间：782.04,到达区域: 1
出发时间：849.28,到达时间：861.02,到达区域: 8
出发时间：943.48,到达时间：948.00,到达区域: 6
出发时间：989.56,到达时间：998.96,到达区域: 5
出发时间：1089.09,到达时间：1102.26,到达区域: 7
出发时间：1195.37,到达时间：1207.91,到达区域:10
出发时间：1297.79,到达时间：1301.84,到达区域: 8
出发时间：1337.71,到达时间：1346.22,到达区域: 2
出发时间：1371.75,到达时间：1380.79,到达区域: 8
出发时间：1402.88,到达时间：1407.07,到达区域: 7
自行车序号:610,出发区域: 3
出发时间：444.15,到达时间：456.42,到达区域: 4
出发时间：507.71,到达时间：514.38,到达区域: 9
出发时间：607.85,到达时间：612.66,到达区域: 6
出发时间：702.97,到达时间：709.28,到达区域: 7
出发时间：771.09,到达时间：784.55,到达区域:10
出发时间：814.18,到达时间：829.00,到达区域: 7
出发时间：920.69,到达时间：930.36,到达区域: 2
出发时间：1006.55,到达时间：1014.97,到达区域: 8
出发时间：1113.12,到达时间：1117.29,到达区域: 6
出发时间：1189.54,到达时间：1197.83,到达区域: 1
出发时间：1233.93,到达时间：1245.45,到达区域: 9
出发时间：1330.57,到达时间：1335.43,到达区域: 6
出发时间：1364.93,到达时间：1369.11,到达区域: 8
自行车序号:611,出发区域: 3
出发时间：402.12,到达时间：414.55,到达区域: 4
出发时间：501.00,到达时间：512.56,到达区域:10
出发时间：562.04,到达时间：569.84,到达区域: 3
出发时间：663.11,到达时间：676.75,到达区域: 9
出发时间：701.24,到达时间：705.93,到达区域:10
出发时间：765.01,到达时间：777.03,到达区域: 2
出发时间：836.26,到达时间：841.14,到达区域: 3
出发时间：930.13,到达时间：935.73,到达区域: 6
出发时间：998.74,到达时间：1003.44,到达区域: 8
出发时间：1091.65,到达时间：1095.16,到达区域:10
出发时间：1137.82,到达时间：1142.48,到达区域: 9
出发时间：1181.39,到达时间：1197.30,到达区域: 5
出发时间：1258.86,到达时间：1263.07,到达区域: 4
出发时间：1358.77,到达时间：1363.01,到达区域: 5
自行车序号:612,出发区域: 5
出发时间：384.46,到达时间：394.68,到达区域: 6
出发时间：460.97,到达时间：470.43,到达区域: 5
出发时间：491.44,到达时间：503.81,到达区域: 2
出发时间：571.33,到达时间：578.48,到达区域: 4
出发时间：632.87,到达时间：639.51,到达区域: 6
出发时间：671.08,到达时间：682.94,到达区域: 2
出发时间：739.77,到达时间：752.32,到达区域: 5
出发时间：783.60,到达时间：793.70,到达区域: 8
出发时间：817.54,到达时间：821.06,到达区域:10
出发时间：904.57,到达时间：908.52,到达区域: 8
出发时间：996.91,到达时间：1007.26,到达区域: 1
出发时间：1068.61,到达时间：1078.61,到达区域: 2
出发时间：1094.95,到达时间：1104.14,到达区域: 8
出发时间：1161.97,到达时间：1173.79,到达区域: 9
出发时间：1234.86,到达时间：1247.49,到达区域: 7
自行车序号:613,出发区域: 9
出发时间：440.24,到达时间：444.84,到达区域:10
出发时间：518.99,到达时间：530.41,到达区域: 4
出发时间：589.74,到达时间：602.19,到达区域: 3
出发时间：630.00,到达时间：633.73,到达区域: 8
出发时间：681.17,到达时间：685.06,到达区域: 4
出发时间：736.07,到达时间：743.45,到达区域: 2
出发时间：840.95,到达时间：850.85,到达区域:10
自行车序号:614,出发区域: 4
出发时间：465.63,到达时间：477.02,到达区域: 1
出发时间：530.52,到达时间：539.12,到达区域: 6
出发时间：614.08,到达时间：623.80,到达区域: 1
出发时间：694.20,到达时间：705.34,到达区域: 2
出发时间：722.82,到达时间：726.53,到达区域: 9
出发时间：752.11,到达时间：757.31,到达区域: 6
出发时间：798.98,到达时间：806.13,到达区域: 4
出发时间：853.12,到达时间：857.01,到达区域: 8
出发时间：886.20,到达时间：899.57,到达区域: 9
出发时间：926.09,到达时间：930.82,到达区域:10
出发时间：998.63,到达时间：1003.30,到达区域: 9
自行车序号:615,出发区域:10
出发时间：377.06,到达时间：390.50,到达区域: 7
出发时间：427.69,到达时间：438.25,到达区域: 1
出发时间：488.76,到达时间：500.94,到达区域: 8
出发时间：581.61,到达时间：594.23,到达区域: 9
出发时间：685.31,到达时间：700.36,到达区域: 7
出发时间：743.07,到达时间：753.32,到达区域: 1
出发时间：774.36,到达时间：785.13,到达区域: 2
自行车序号:616,出发区域: 6
出发时间：402.17,到达时间：406.18,到达区域: 8
出发时间：430.75,到达时间：439.97,到达区域: 2
出发时间：480.75,到达时间：486.00,到达区域: 3
出发时间：492.08,到达时间：506.19,到达区域: 7
出发时间：603.39,到达时间：607.67,到达区域: 8
出发时间：680.83,到达时间：685.24,到达区域: 4
出发时间：739.81,到达时间：751.17,到达区域: 1
出发时间：831.68,到达时间：841.59,到达区域: 2
出发时间：914.79,到达时间：921.35,到达区域: 4
出发时间：927.28,到达时间：938.21,到达区域: 1
出发时间：948.34,到达时间：963.33,到达区域: 3
出发时间：1063.10,到达时间：1077.58,到达区域: 9
自行车序号:617,出发区域: 5
出发时间：372.60,到达时间：382.53,到达区域: 6
出发时间：436.67,到达时间：443.02,到达区域: 7
出发时间：501.95,到达时间：515.99,到达区域: 3
出发时间：563.63,到达时间：576.76,到达区域: 4
出发时间：638.73,到达时间：645.85,到达区域: 6
出发时间：655.67,到达时间：662.40,到达区域: 4
出发时间：736.60,到达时间：743.49,到达区域: 9
出发时间：779.57,到达时间：784.24,到达区域:10
出发时间：855.60,到达时间：869.64,到达区域: 5
自行车序号:618,出发区域:10
出发时间：362.61,到达时间：376.60,到达区域: 5
出发时间：421.45,到达时间：433.02,到达区域: 8
出发时间：454.38,到达时间：462.96,到达区域: 2
出发时间：482.76,到达时间：487.78,到达区域: 3
出发时间：561.84,到达时间：575.63,到达区域: 9
出发时间：632.04,到达时间：643.47,到达区域: 8
出发时间：696.38,到达时间：700.51,到达区域: 4
出发时间：779.42,到达时间：786.85,到达区域: 9
出发时间：884.22,到达时间：888.72,到达区域:10
出发时间：965.10,到达时间：976.75,到达区域: 2
出发时间：1050.00,到达时间：1053.56,到达区域: 9
自行车序号:619,出发区域: 5
出发时间：384.19,到达时间：398.45,到达区域:10
出发时间：466.20,到达时间：481.05,到达区域: 6
出发时间：490.15,到达时间：494.75,到达区域: 8
出发时间：512.42,到达时间：524.51,到达区域: 9
出发时间：566.24,到达时间：580.48,到达区域: 3
出发时间：657.12,到达时间：663.08,到达区域: 6
出发时间：680.10,到达时间：684.14,到达区域: 8
出发时间：726.56,到达时间：734.78,到达区域: 2
出发时间：770.73,到达时间：777.58,到达区域: 4
出发时间：835.22,到达时间：842.59,到达区域: 6
出发时间：879.04,到达时间：885.16,到达区域: 7
出发时间：923.74,到达时间：938.51,到达区域:10
出发时间：961.29,到达时间：972.71,到达区域: 2
出发时间：1037.07,到达时间：1040.27,到达区域: 9
出发时间：1104.30,到达时间：1109.13,到达区域:10
自行车序号:620,出发区域: 2
出发时间：415.63,到达时间：420.28,到达区域: 3
出发时间：490.72,到达时间：505.33,到达区域: 7
出发时间：517.24,到达时间：528.99,到达区域: 4
出发时间：560.80,到达时间：570.79,到达区域:10
出发时间：641.35,到达时间：649.52,到达区域: 1
出发时间：689.05,到达时间：699.90,到达区域: 7
出发时间：786.41,到达时间：796.15,到达区域: 2
出发时间：888.35,到达时间：900.77,到达区域: 6
出发时间：951.77,到达时间：958.25,到达区域: 4
出发时间：1015.57,到达时间：1029.52,到达区域: 3
出发时间：1062.37,到达时间：1067.33,到达区域: 2
出发时间：1081.42,到达时间：1089.92,到达区域: 8
出发时间：1180.26,到达时间：1184.25,到达区域: 3
出发时间：1225.56,到达时间：1231.98,到达区域:10
出发时间：1237.24,到达时间：1244.31,到达区域: 3
出发时间：1304.17,到达时间：1317.33,到达区域: 1
自行车序号:621,出发区域: 3
出发时间：365.80,到达时间：371.22,到达区域: 6
出发时间：453.26,到达时间：466.72,到达区域: 2
出发时间：528.61,到达时间：539.64,到达区域: 7
出发时间：562.17,到达时间：574.76,到达区域:10
出发时间：663.05,到达时间：666.77,到达区域: 8
出发时间：675.99,到达时间：680.06,到达区域: 7
自行车序号:622,出发区域: 1
出发时间：450.78,到达时间：461.43,到达区域: 2
出发时间：528.41,到达时间：539.75,到达区域:10
出发时间：622.01,到达时间：625.35,到达区域: 8
出发时间：725.20,到达时间：729.91,到达区域: 6
出发时间：777.86,到达时间：790.77,到达区域: 2
出发时间：844.59,到达时间：857.64,到达区域: 5
出发时间：948.98,到达时间：953.36,到达区域: 4
出发时间：1033.98,到达时间：1038.36,到达区域: 5
自行车序号:623,出发区域: 1
出发时间：445.49,到达时间：455.68,到达区域: 7
出发时间：462.49,到达时间：471.93,到达区域: 2
出发时间：547.71,到达时间：552.97,到达区域: 3
出发时间：592.54,到达时间：607.45,到达区域: 9
出发时间：704.44,到达时间：711.90,到达区域: 4
出发时间：789.15,到达时间：801.49,到达区域: 7
自行车序号:624,出发区域: 9
出发时间：475.52,到达时间：489.75,到达区域: 5
出发时间：496.29,到达时间：507.64,到达区域: 7
出发时间：579.26,到达时间：583.85,到达区域: 8
出发时间：627.89,到达时间：632.51,到达区域: 6
出发时间：638.96,到达时间：643.55,到达区域: 8
出发时间：734.33,到达时间：738.22,到达区域:10
出发时间：759.99,到达时间：769.96,到达区域: 2
出发时间：868.87,到达时间：878.36,到达区域: 1
出发时间：958.23,到达时间：969.94,到达区域: 9
出发时间：1054.71,到达时间：1061.42,到达区域: 4
出发时间：1102.99,到达时间：1115.73,到达区域: 3
出发时间：1143.54,到达时间：1156.48,到达区域: 1
出发时间：1170.47,到达时间：1181.22,到达区域: 2
出发时间：1201.03,到达时间：1209.81,到达区域: 8
出发时间：1235.20,到达时间：1239.06,到达区域: 4
自行车序号:625,出发区域: 2
出发时间：422.93,到达时间：427.45,到达区域: 3
出发时间：454.48,到达时间：468.50,到达区域: 9
出发时间：565.77,到达时间：577.74,到达区域: 8
出发时间：631.07,到达时间：635.05,到达区域: 4
出发时间：694.75,到达时间：700.96,到达区域: 6
出发时间：734.57,到达时间：739.62,到达区域: 3
自行车序号:626,出发区域: 8
出发时间：473.90,到达时间：478.03,到达区域: 6
出发时间：572.17,到达时间：581.24,到达区域: 1
出发时间：680.43,到达时间：688.20,到达区域: 5
出发时间：786.47,到达时间：796.31,到达区域: 6
出发时间：827.70,到达时间：831.66,到达区域: 8
自行车序号:627,出发区域: 1
出发时间：476.03,到达时间：488.18,到达区域: 9
出发时间：508.21,到达时间：513.42,到达区域: 6
出发时间：608.91,到达时间：620.42,到达区域: 2
出发时间：633.30,到达时间：646.63,到达区域: 5
出发时间：675.44,到达时间：686.02,到达区域: 8
出发时间：724.46,到达时间：736.85,到达区域: 1
出发时间：744.16,到达时间：753.92,到达区域: 6
出发时间：803.14,到达时间：808.70,到达区域: 9
出发时间：827.46,到达时间：832.01,到达区域:10
出发时间：881.73,到达时间：885.68,到达区域: 8
出发时间：893.66,到达时间：905.90,到达区域: 5
出发时间：924.78,到达时间：935.45,到达区域: 6
出发时间：981.43,到达时间：988.23,到达区域: 4
出发时间：1014.67,到达时间：1021.14,到达区域: 9
出发时间：1092.73,到达时间：1096.83,到达区域:10
出发时间：1178.54,到达时间：1185.32,到达区域: 3
出发时间：1251.18,到达时间：1256.44,到达区域: 2
自行车序号:628,出发区域: 1
出发时间：383.90,到达时间：393.99,到达区域: 2
出发时间：469.60,到达时间：473.41,到达区域: 9
出发时间：507.98,到达时间：511.62,到达区域: 2
出发时间：532.24,到达时间：538.88,到达区域: 4
出发时间：584.73,到达时间：599.36,到达区域: 3
出发时间：699.35,到达时间：712.21,到达区域: 1
出发时间：717.80,到达时间：725.36,到达区域:10
出发时间：750.43,到达时间：756.97,到达区域: 3
出发时间：824.71,到达时间：832.12,到达区域:10
出发时间：894.84,到达时间：905.79,到达区域: 4
出发时间：982.97,到达时间：995.13,到达区域: 7
自行车序号:629,出发区域: 7
出发时间：406.50,到达时间：417.61,到达区域: 5
出发时间：479.32,到达时间：487.97,到达区域: 3
出发时间：503.21,到达时间：516.48,到达区域: 1
出发时间：569.86,到达时间：580.82,到达区域: 7
出发时间：658.04,到达时间：662.24,到达区域: 8
出发时间：667.99,到达时间：671.64,到达区域: 3
出发时间：753.75,到达时间：768.01,到达区域: 1
出发时间：787.81,到达时间：798.74,到达区域: 7
出发时间：825.99,到达时间：838.69,到达区域:10
出发时间：929.00,到达时间：933.55,到达区域: 9
出发时间：1017.47,到达时间：1032.74,到达区域: 3
出发时间：1127.93,到达时间：1135.38,到达区域:10
出发时间：1156.42,到达时间：1160.38,到达区域: 8
出发时间：1225.31,到达时间：1237.06,到达区域: 5
出发时间：1243.17,到达时间：1252.79,到达区域: 6
出发时间：1280.62,到达时间：1289.07,到达区域: 1
出发时间：1333.37,到达时间：1344.15,到达区域: 8
自行车序号:630,出发区域: 9
出发时间：434.28,到达时间：445.63,到达区域: 1
出发时间：451.31,到达时间：462.71,到达区域: 2
出发时间：513.46,到达时间：517.28,到达区域: 9
出发时间：523.70,到达时间：527.80,到达区域:10
出发时间：581.64,到达时间：593.07,到达区域: 2
出发时间：603.20,到达时间：612.50,到达区域: 7
出发时间：707.11,到达时间：720.12,到达区域: 3
出发时间：815.77,到达时间：828.92,到达区域: 7
出发时间：877.22,到达时间：890.32,到达区域:10
出发时间：985.88,到达时间：990.49,到达区域: 9
出发时间：1071.13,到达时间：1074.86,到达区域: 2
出发时间：1113.14,到达时间：1118.46,到达区域: 3
出发时间：1152.96,到达时间：1166.75,到达区域: 4
自行车序号:631,出发区域: 8
出发时间：394.98,到达时间：399.31,到达区域: 3
出发时间：484.09,到达时间：489.11,到达区域: 2
出发时间：498.04,到达时间：512.35,到达区域: 5
出发时间：559.04,到达时间：569.63,到达区域: 8
出发时间：659.73,到达时间：663.81,到达区域: 4
出发时间：751.28,到达时间：758.10,到达区域: 9
出发时间：856.53,到达时间：861.35,到达区域:10
出发时间：888.19,到达时间：892.56,到达区域: 9
出发时间：985.15,到达时间：990.70,到达区域: 6
出发时间：1006.27,到达时间：1012.09,到达区域: 3
出发时间：1033.22,到达时间：1046.54,到达区域: 7
出发时间：1144.98,到达时间：1155.62,到达区域: 1
出发时间：1210.51,到达时间：1221.66,到达区域: 7
自行车序号:632,出发区域: 1
出发时间：453.86,到达时间：463.68,到达区域: 6
出发时间：477.53,到达时间：483.35,到达区域: 7
出发时间：519.86,到达时间：525.34,到达区域: 6
出发时间：583.71,到达时间：592.22,到达区域: 1
出发时间：643.94,到达时间：651.90,到达区域: 5
出发时间：714.74,到达时间：727.03,到达区域: 2
自行车序号:633,出发区域: 5
出发时间：438.42,到达时间：451.12,到达区域: 7
出发时间：473.16,到达时间：485.85,到达区域: 4
出发时间：559.38,到达时间：572.47,到达区域: 7
出发时间：606.67,到达时间：616.28,到达区域: 2
出发时间：640.36,到达时间：645.23,到达区域: 3
出发时间：695.49,到达时间：700.45,到达区域: 6
出发时间：787.08,到达时间：801.10,到达区域:10
出发时间：821.36,到达时间：825.13,到达区域: 8
出发时间：880.52,到达时间：891.67,到达区域: 5
出发时间：969.50,到达时间：977.88,到达区域: 3
出发时间：999.09,到达时间：1006.55,到达区域:10
出发时间：1062.45,到达时间：1070.84,到达区域: 1
自行车序号:634,出发区域: 9
出发时间：434.20,到达时间：439.08,到达区域:10
出发时间：448.57,到达时间：461.11,到达区域: 6
出发时间：473.26,到达时间：481.71,到达区域: 1
出发时间：539.18,到达时间：551.17,到达区域: 8
出发时间：613.62,到达时间：617.41,到达区域: 3
出发时间：656.25,到达时间：670.54,到达区域: 9
自行车序号:635,出发区域: 2
出发时间：375.12,到达时间：378.90,到达区域: 9
出发时间：467.40,到达时间：481.39,到达区域: 3
出发时间：577.23,到达时间：586.98,到达区域: 5
出发时间：595.23,到达时间：609.48,到达区域: 9
出发时间：647.21,到达时间：661.13,到达区域: 5
出发时间：739.68,到达时间：750.73,到达区域: 6
出发时间：769.94,到达时间：775.10,到达区域: 9
出发时间：838.71,到达时间：843.77,到达区域: 6
出发时间：936.42,到达时间：942.70,到达区域: 7
出发时间：958.53,到达时间：970.05,到达区域: 5
出发时间：1066.43,到达时间：1074.62,到达区域: 3
出发时间：1101.36,到达时间：1106.10,到达区域: 2
出发时间：1129.39,到达时间：1136.31,到达区域: 4
出发时间：1208.45,到达时间：1219.41,到达区域:10
自行车序号:636,出发区域:10
出发时间：427.50,到达时间：431.53,到达区域: 8
出发时间：454.44,到达时间：458.65,到达区域: 6
出发时间：521.35,到达时间：533.12,到达区域: 2
出发时间：591.48,到达时间：598.45,到达区域: 4
出发时间：638.54,到达时间：645.43,到达区域: 9
出发时间：715.01,到达时间：719.21,到达区域:10
出发时间：804.85,到达时间：815.02,到达区域: 4
出发时间：861.58,到达时间：871.79,到达区域: 1
出发时间：965.91,到达时间：977.35,到达区域: 7
出发时间：1043.38,到达时间：1047.80,到达区域: 8
出发时间：1077.70,到达时间：1082.33,到达区域: 6
出发时间：1137.63,到达时间：1142.47,到达区域: 9
出发时间：1197.10,到达时间：1210.47,到达区域: 3
出发时间：1264.78,到达时间：1271.88,到达区域:10
自行车序号:637,出发区域: 8
出发时间：450.62,到达时间：459.79,到达区域: 2
出发时间：483.32,到达时间：491.67,到达区域: 8
出发时间：549.78,到达时间：553.55,到达区域: 3
出发时间：568.62,到达时间：578.27,到达区域: 5
出发时间：635.81,到达时间：647.01,到达区域: 6
出发时间：729.09,到达时间：735.34,到达区域: 4
出发时间：779.47,到达时间：783.43,到达区域: 5
自行车序号:638,出发区域: 2
出发时间：412.40,到达时间：417.24,到达区域: 3
出发时间：514.67,到达时间：522.94,到达区域: 5
出发时间：605.95,到达时间：609.91,到达区域: 4
出发时间：666.16,到达时间：677.80,到达区域: 7
出发时间：687.80,到达时间：692.09,到达区域: 8
出发时间：704.71,到达时间：708.48,到达区域: 3
出发时间：752.35,到达时间：765.82,到达区域: 4
出发时间：785.93,到达时间：796.51,到达区域:10
自行车序号:639,出发区域: 7
出发时间：417.78,到达时间：422.16,到达区域: 8
出发时间：455.16,到达时间：467.29,到达区域: 9
出发时间：515.77,到达时间：529.61,到达区域: 7
出发时间：535.38,到达时间：547.77,到达区域: 5
出发时间：606.89,到达时间：620.76,到达区域: 9
出发时间：646.88,到达时间：651.21,到达区域:10
出发时间：700.60,到达时间：710.82,到达区域: 2
出发时间：798.00,到达时间：811.00,到达区域: 5
出发时间：905.31,到达时间：908.98,到达区域: 4
出发时间：1001.08,到达时间：1011.63,到达区域:10
出发时间：1027.21,到达时间：1034.64,到达区域: 3
出发时间：1123.25,到达时间：1128.45,到达区域: 2
出发时间：1227.94,到达时间：1240.43,到达区域: 5
自行车序号:640,出发区域: 8
出发时间：429.55,到达时间：437.81,到达区域: 2
出发时间：464.44,到达时间：473.76,到达区域: 8
出发时间：518.07,到达时间：529.85,到达区域: 1
出发时间：564.21,到达时间：571.68,到达区域:10
出发时间：636.37,到达时间：640.47,到达区域: 9
出发时间：690.27,到达时间：704.99,到达区域: 7
自行车序号:641,出发区域: 6
出发时间：448.83,到达时间：462.49,到达区域: 2
出发时间：529.67,到达时间：540.12,到达区域:10
出发时间：628.12,到达时间：631.86,到达区域: 8
出发时间：655.55,到达时间：659.37,到达区域: 3
出发时间：747.68,到达时间：762.85,到达区域: 7
出发时间：809.89,到达时间：813.97,到达区域: 8
出发时间：866.92,到达时间：878.74,到达区域: 9
出发时间：885.40,到达时间：899.11,到达区域: 8
出发时间：986.95,到达时间：999.10,到达区域: 9
出发时间：1023.14,到达时间：1037.92,到达区域: 5
出发时间：1060.27,到达时间：1073.32,到达区域: 7
出发时间：1097.55,到达时间：1103.65,到达区域: 6
